analysis_name,analysis_substrate,parameter_code,parameter_name,unit,count
Hematoloogilised ja uriini uuringud,,11134,PDW(PDW),fL,3
Automaatuuring,,M-Automaatuuring,MPV,fl,127
Katehhoolamiinide metaboliidid ööpäevauriinis,,dU-Catechol,Metanefriin ööpäevauriinis,µg/24t,9
Glükoos täisveres (glükomeetriga),,B-Gluc,B-Gluc,mmol/l,2507
Gardnerella vaginalis uriinist PCR meetodil,,U-Gva-PCR,U-Gva-PCR,-,2
B-tüüpi natriureetiline N-terminaalne propeptiid seerumis,,S-NT-proBNP,S-NT-proBNP,ng/L,323
Naatrium seerumis (ioonselektiivne),,S-Na,Naatrium seerumis (ioonselektiivne) mmol/l,mmol/l,152
Spetsiifiline IgE riis,,S2-IgE-F9,S2-IgE-F9,kU/L,1
Automaatuuring 3 osalise leukogrammiga (polikliinik),,B1-A3Diff,RDW%,%,1
Happe-alus tasakaal,paastuveri,Hematokrit,Hematokrit,,5
Hemostasiogramm,,ADP-Trombots.agregatsioonadenosiindifosfaaditoimel,ADP - Trombots. agregatsioon adenosiindifosfaadi toimel,,1
Hematoloogia,,54,MPV(Trombotsüütide keskmine maht),fL,126
Ferritiin,,S-Fer,,mkg/L,2
Biokeemia analüüs,"",U-S-Crea-Cmõõdetav(kreatiniinikliirens),U-S-Crea-C mõõdetav (kreatiniinikliirens),,7
Uriini uuringud,,1164,Kusihappe kristallid,,77
PAP test,,2375,Plasmarakud,,104
Biokeemia analüüs,"",,S-IgG-L IgG lambda,,1
Borrelia burgdorferii vastased IgG antikehad,,S-Borr_IgG,Borr IgG,U/ml,15
Kliiniline vere ja glükohemoglobiini analüüs,,PDW,PDW,,7
Mikrobioloogilised uuringud,,66686,Mikroobi kogus,PMÜ/ml,2
urilux,,U-urilux,selgus,-,25
Kliinilise keemia uuringud,,1325,Reumatoidfaktor,kU/l,10
Kliiniline vere ja glükohemoglobiini analüüs,"",RET‰,RET‰,,272
Hemostasiogramm,"",,P-PT-INR - Protrombiini aeg- rahvusvaheline normitud suhe,,212
Vereäige mikroskoopia,,B1-Hemo-p,Hüpersegmentatsioon neutrofiilides,-,1
Helicobacter pylori antigeen,,,,,2
Chlamydia pneumoniae vastane IgA seerumis,,S-C_pneumoniae_IgA,S-C pneumoniae IgA,-,7
noroviirus,,66542_Noroviirus,66542 Noroviirus,-,1
Hematoloogilised uuringud,,14,E-MC(Erütrotsüüdi keskmine maht),fL,444
PAP test: Tserv kanal ja portio,,3972,Eosinofiilid,,3
Biokeemia labor (haigla),,10470,S2-,,21
Immuunuuringud,,1356,TSH,mU/l,3
Immuunuuringud,,7717,Vitamiin D (25-OH),nmol/l,2
Hematoloogilised uuringud,,35,4 TRBC,,1
"Lihtherpesviiruse 1. tüübi viirus, PCR villisisust",,Ve-HSV1-PCR,HSV 1 DNA,-,1
LTKH allhanked,,69671,S-C(Komplemendi komponent C4),g/l,6
Hematoloogilised uuringud,,615,9 B-RDW(Erütrotsüütide suurusjaotuvus),%,1
Kliiniline vereanalüüs,,Vereäigemikroskoopia,Vereäige mikroskoopia,,2
Mikrobioloogilised uuringud,,771,F - G. lamblia(Giardia lamblia faeceses),,4
Vere automaatuuring 5-osalise leukogrammiga X,,B-CBC+Diff,,pg,2
Koera epiteeli vastane IgE,,S-e2_IgE,,kU/L,1
Uriini uuringud,,1195,Silindrid,106/l,92
Chlamydophila pneumoniae vastased IgG antikehad,,S-Chlpn.IgG,S-Chlpn.IgG,-,20
Nõgese vastane IgE seerumis,,S-w20_IgE,S-f31 IgE,kU/l,2
Allergia testid,"",Aplikatsioonitest,Aplikatsioonitest,,1
Kliinilise keemia uuringud,,129,S-Ca 2(Kaltsium),mmol/l,1
Mikrobioloogia labor (haigla),,30207,Kolistiin MIK,,2
Allergia testid,,formaldehüüd,formaldehüüd,,2
Liikvori analüüs,Liikvor,CSF-ProtValkliikvoris,CSF-Prot Valk liikvoris,,14
Mikrobioloogilised uuringud,,66822,Mikroobi kogu,,1
Immuunuuringud,,10395,S-TSH(Türeotropiin ehk kilpnääret stimuleeriv hormoon),mU/l,1
PAP test: Tservikaalkanal,,1556,Erütrotsüüdi,,43
Biokeemia labor,,10492,S-Pro,g/l,5
Mikrobioloogia analüüs,UR - Keskjoa uriin,CTXtsefotaksiin,CTX tsefotaksiin,,20
Mikrobioloogilised uuringud,,59741,Imipeneem(Imipeneem),,1
Allergia testid,"",Candidaalb.,Candida alb.,,4
Allergia spetsiifilised uuringud,,71377,"Kala(S-FP2-IgE- tursk, krevett, sinine rannakarp/jõekarp, tuunikala, lõhe)",kU/l,3
Happe-alus tasakaal,"",Glükooskorduv,Glükoos korduv,,5
Chl. pneumoniae IgA,,S-Chpn-IgA,S-Chpn-IgA,-,3
NT-proBNP,,S-NT-proBNP,S-NT-proBNP,pg/mL,213
Uriini analüüs,"",Ketoon,Ketoon,,6
Türeoidperoksüdaasi vastane IgG seerumis,,S-TPO_IgG,,IU/ml,10
Mikrobioloogia labor (haigla),,30162,Beetalaktamaas test,,5
Hemostasiogramm,"",,LA-sõeluuring - Luupus antikoagulantide test/kvalit,,1
Hingamisteede bakterid PCR-meetodil rögast,,Sp-Aer-PCR,Str.pneumoniae,-,4
Immuunmeetoditel uuringud,luuüdi  Bm,Bm-CDrakupinnamarkeriteimmunofenotüpeerimineluuüdist,Bm-CD rakupinnamarkerite immunofenotüpeerimine luuüdist,,2
Hematoloogilised uuringud,,1842,Leukotsüüdi,x 10 9/L,1
Malaaria tekitaja mikroskoopiline uuring,,B-Malaria_mikro,Malaaria,-,1
Vere automaatuuring leukogrammita,,vB-CBC-2,"HGB, g/L",.,189
B hepatiidi viiruse pinnaantigeeni vastased antikehad,,S-HBs_Ab,S-HBs Ab,,26
Vere automaatuuring 5-osalise leukogrammiga ja retikulotsüütidega,,B-CBC+Diff,RBC,10^12/l,8
Immuunmeetoditel uuringud,"",k85/spIgEklooramiinTsuht,k85 / sp IgE klooramiin T suht,,9
Hematoloogilised uuringud,,627,7 B-Eo#(Eosinofiilide arv),/nL,1
Erütrotsüütide settekiirus,,,B-ESR,mm/h,169
Vere automaatuuring 3-osalise leukogrammiga,,vB-CBC-3,"MCH, pg",.,7
Inimese papilloomiviirus PCR emakakaelakanalikaapes,,Cx-HPV-PCR,HPV genotüüp,,3
Hemogramm viieosalise leukogrammiga,,vB-CBC-5Diff,P-LCR,%,1
Chlamydophila pneumoniae vastane IgM,,S-C_pneumoniae_IgM,Chlamydophila C vastane IgM,-,2
Uriini uuringud,,794,Hüaliinsilindri,,1
Kliinilise keemia uuringud,,10335,aB-Na(Naatrium arteriaalses veres),,25
Mikrobioloogia analüüs,UU - uriin (epitsüstostoom),,CAZ Tseftazidiim,,1
Hematoloogilised uuringud,,615,4 B-RDW(Erütrotsüütide suurusjaotuvus),%,2
Hematoloogilised uuringud,,684,%MXD,%,190
Ektsraheeritavate tuuma- ja tsütoplasmaantigeenide vastased antikehad seerumis,,S-aENA,aJo-1,-,10
Hemogramm leukotsüütide diferentsiaalloendusega (vere automaatuuring 5-osalise leukogrammiga),,B-CBC+Diff,LYMPH%,%,428
Pleuravedeliku pH,,PF-pH,pH (PF),,5
Mycoplasma hominis DNA emakakaelakanalikaapes,,Cx-M_hominis_DNA,Mycoplasma hominis DNA,-,5
PAP test: Tservikaalkanal,,1562,Neutrofiili,,44
Kliiniline vereanalüüs,"",MONO%(monotsüütidesuhtarv),MONO%(monotsüütide suhtarv),,1209
Kliiniline labor,,10182,MID,%,1194
Biokeemia labor (haigla),,4740,Kaalium seerumi,mmol/l,11
Immuunuuringud,,10775,S-PSA(Prostataspetsiifiline antigeen),ng/ml,33
Mikrobioloogilised uuringud,,145370,Mikroobi kogus,,1
Vereäige mikroskoopiline uuring (hemogramm),,B-Hemogramm,Basofiilid,%,2
Uriini uuringud,,1201,Diurees(Diurees),l,4
Hematoloogilised ja uriini uuringud,,11137,RET%(RET%),%,3
Immuunmeetoditel uuringud,"",,Lihtherpesviiruse 1. ja 2. tüübi vastane IgG seerumis,,1
PCR: Haavandikaabe,,2133,HSV2 DNA,,1
Ureaplasma parvum DNA emakakaelakanalikaapes,,Cx-Up-PCR,"Ureaplasma parvum, PCR-meetodil",-,43
Glukoosi profiil kapilaarses veres,,cB-Gluc-Profiil,Gluc.-08:00,mmol/L,32
Mikrobioloogilised uuringud,,67958,Nimetus(S. pneumoniae),,1
Koprogramm ehk väljaheite lihtuuring,,F-Copro,"Seebid, rasvhapped (F)",,2
B-Vere äigepreparaadi mikroskoopia,,,Monotsüüdid,%,6
Hematoloogilised uuringud,,4584,Erütrotsüüdi,x10 12/L,1
Viirused,,"Viirused-_IF_meetod,_antigeen",Adenoviirus,-,1
C-peptiid paastuseerumis,,fS-C-pept,fS-C-pept,pmol/l,20
"Chlamydia trachomatis, PCR, emakakaelakanalikaapest",,Cm-Ctr-PCR,C.trachomatise määramine PCR meetodil emakakaelamaterjalist,-,39
Immuunmeetoditel uuringud,"",,E2 / Östradiool,,7
Aluseline fosfataas,,,,,9
Hematoloogilised uuringud,,8310,IG%(Percentage of immature granulocytes (% of WBC)),%,1
Koprogramm ehk väljaheite lihtuuring,,F-Copro,Tärklis (F),,4
Biokeemilised uuringud,,671,S-K(Kaalium seerumis),mmol/l,2
Kilpnääret stimuleeriv hormoon,,S-TSH,,mIU/L,1
"Hemogramm, patoloogiline (mikroskoopia)",,B-Hemo-p,Basofiilid,-,1
Kliiniline vere ja glükohemoglobiini analüüs,"",RDW-CV,RDW-CV,,3044
Vere automaatuuring 5-osalise leukogramm,,B-CBC+Diff,MCHC,g/L,10
Immuunmeetoditel uuringud,"",Treponemapallidumvastaneantikehadetiiterseerumis(hema,Treponema pallidum vastane antikehade tiiter seerumis (hema,,1
Süsteemse skleroosi antigeenide vastane IgG seerumis,,S-S_sclerosis_(panel),Th/To vastane IgG seerumis,-,7
Vere automaatuuring 5-osalise leukogrammiga,,B1-CBC-Diff,EO%,%,150
Hemogramm,,B-CBC,Erütrotsüüdid veres 10E12/l,10E12/l,2147
Hematoloogilised uuringud,,749,Er.makrotsütoos,korda,280
Kliinilise keemia uuringud,,71497,S-PreAlb(Prealbumiin),g/l,3
Glükoos uriinis,,U-Gluc,U-Gluc,mmol/l,8
Kliiniline vere ja glükohemoglobiini analüüs,"",Lümfotsüütideatüpism,Lümfotsüütide atüpism,,2
Liikvori analüüs,,Fibrinoosnekile,,,1
Uriini uuringud,,1163,Lim,,93
Allergia testid,"",õun,õun,,2
CA 125,,S-CA_125,Kasvajaantigeen CA 125 seerumis,U/ml,13
ALP,,,,,10
Toksikoloogilised uuringud,,11544,U-COC(Kokaiin uriinis),ng/ml,2
Hematoloogia,,50,B-WBC(Leukotsüütide üldarv),10 l,126
Mikrobioloogia analüüs,<ANONYM id="4" type="per" morph="_Y_ ?"/> - Vagina,MIKMikroobid,MIK Mikroobid,,1
Kliinilise keemia uuringud,,43521,Angiotensiini konverteeriv ensüüm (ACE),U/l,2
Ureaplasma urealyticum DNA,,Ureaplasma_urealyticum,Ureaplasma urealyticum,-,27
"Bilirubiin, üldine, seerumis (kolorimeetria)",,S-Bil,"Bilirubiin, üldine, seerumis (kolorimeetria) µmol/l",µmol/l,77
Emakakaelaeritise mikroskoopiline uuring,,Cf-Bsk,Clue rakud,-,2
Immuunuuringud,,43542,Vitamiin D (25-OH),nmol/l,5
Allergia testid,"","PuudIII(tamm,pöök)","Puud III (tamm, pöök)",,1
Biokeemia analüüs,,fS-Transf(transferriin),fS-Transf (transferriin),,9
20 toiduallergeeni,,S-Food_IgE,tursk,-,8
Mikrobioloogia analüüs,SP - Röga,CIPTsiprofloksatsiin,CIP Tsiprofloksatsiin,,13
Vere automaatuuring 5-osalise leukogrammiga,,B-CBC+Diff,,10^9/L,49
Üksikallergeeni w8 (võilill) vastased IgE antikehad seerumis,,S-w8,,kU/l,8
Väljaheite uuringud,,1643,Noroviirus,,4
Ascaris vastane IgE seerumis,,S-p1_IgE,,kU/l,10
Hematoloogilised ja uriini uuringud,,11099,LYMPH%(LYMPH%),%,281
Hematoloogilised uuringud,,684,B-WBC(Leukotsüüdid),/nL,3
Kliiniline vereanalüüs,,MONO#,MONO#,,9
Kliiniline labor,,10161,düsmorfne erütrotsüüt,,2
Mikrobioloogia analüüs,BL - <ANONYM id="17" type="per" morph="_S_ sg n"/>,MGRMikroskoopiagrammijärgi,MGR Mikroskoopia grammi järgi,,2
Hematoloogilised uuringud,,146171,8 B-IG%(Ebaküpsete granulotsüütide suhtarv),%,1
Hüübimise uuringud,,54,P-IN(Protrombiini kompleks),,67
Mikrobioloogia analüüs,<ANONYM id="9" type="per" morph="_Y_ ?"/> - Dialüüsi vedelik,SXTTMP-SMX,SXT TMP-SMX,,1
"Hemogramm, (mikroskoopia)",,B-Hemo-m_,Metamüelotsüüte,-,1
Vere automaatuuring 5-osalise leukogrammiga,,vB1-CBC-Diff,BA,.,242
Rooja uuringud,"",Helicobacterpyloriantigeenroojas,Helicobacter pylori antigeen roojas,,5
Mikrobioloogilised uuringud,,1010,kül,,9
Immuunmeetoditel uuringud,"",,Treponema pallidum vast. antik. liikvoris (hemaglutina,,1
Uriini uuringud,,1026,Lameepitee,rakku / vaateväli,102
B-hepatiidiviiruse pinnaantigeen,,,S-HBsAg,,29
Yersinia vastaste antikehade määramine,,S-aYers,Yersinia enterocolitica 09 vastased antikehad,-,3
Bakterite DNA roojas,,F-Bac-PCR,Vibrio spp,-,3
Viroloogilised uuringud,,40484,B burgdorferi IgG,,1
Vereäige mikroskoopia,,B-Hemo,Blastid,%,1
Kliinilise keemia uuringud,,7686,Immuunglobuliin M,g/l,1
Hematoloogilised uuringud,,621,7 B-Eo%(Eosinofiilide suhtarv),%,1
Biokeemia analüüs,"",UProt/CreValgujakreat.suheuriinis,UProt/Cre Valgu ja kreat. suhe uriinis,,5
Lameepiteeli rakud,,,,,3
Inhaleeritud allergeenide vastased antikehad,,S-Inhal-IgE-(20),Heinasegu,-,1
Mikrobioloogilised uuringud,,1767,Sm-Aer(Aeroobse mikrofloora külv (spermast)),,1
Uriini uuringud,,383,albumiin/kreatiniin,,32
Kaltsium (ioniseeritud) seerumis,,S-iCa,S-iCa,mmol/l,66
Mikrobioloogia analüüs,EO - Väliskõrva eritis,CLIKlindamütsiin,CLI Klindamütsiin,,1
Mikrobioloogia analüüs,BL - <ANONYM id="25" type="per" morph="_S_ sg n"/>,,Faaskontrast preparaat,,1
Türeotropiini retseptori vastased antikehad,,S-aTR,S-aTR,-,2
Immuunmeetoditel uuringud,"",MycoplasmagenitaliumDNAureetrakaapest,Mycoplasma genitalium DNA ureetrakaapest,,3
Biokeemia analüüs,seerum,S-Bil-conj(bilirubiinkonjugeeritud),S-Bil-conj (bilirubiin konjugeeritud),,4
Hematoloogilised uuringud,,8311,IG#(Immature granulocyte concentration),10 l,1
Mikrobioloogilised uuringud,,761,Th-My(Seente uuring kurgulimast),,1
"Inhaleeritavate allergeenide (paneel 8: Dermatophagoides pteronyssinus, Cladosporium herbarum, kassi epiteel, koera kõõm, kask,",,S-ip8_IgE,S-ip8 IgE,kU/L,13
Salmonella-vastased antikehad seerunis,,S-Salmonella_Ab,,,1
Kaltsium paastuseerumis,,,fS-Ca,mmol/L,15
Immuunmeetoditel uuringud,seerum,S-f78spIgEpiimakomponendinBosd8kaseiinisuhtessee,S-f78 sp IgE piima komponendi n Bos d 8 kaseiini suhtes see,,1
Immuunmeetoditel uuringud,"",,HCG + beeta ahel,,3
ABO-veregrupi kontroll veredoosil/patsiendil,,B-ABO,5. ABO veregrupp,-,5
Mikrobioloogia analüüs,UR - Keskjoa uriin,,<ANONYM> Vankomütsiin,,2
"Ureaplasma urealyticum, Ureaplasma parvum, PCR, emakakaelakanalikaapest",,Cx-Uu+Up-PCR,"Ureaplasma parvum, PCR",-,2
Kliinilise keemia uuringud,,1331,Immuunglobuliin A,g/l,4
Immuunmeetoditel uuringud,seerum,d72/spIgETyrophagusputr,d72 / sp IgE Tyrophagus putr,,1
Mikrobioloogilised uuringud,,144358,Amikatsiin,,1
Mikrobioloogia analüüs,WD - <ANONYM id="7" type="per" morph="_S_ sg n"/>,TMPTrimetoprim,TMP Trimetoprim,,1
Uriini analüüs,uriin,EryErütrotsüüdidtestribaga,Ery Erütrotsüüdid testribaga,,3
Kliinilise keemia uuringud,,10994,B(BE),mmol/l,14
C-reaktiivne valk,,S-CRV,S-CRV,mg/l,230
Sanglepa õietolmu vastane IgE seerumis,,S-t2_IgE,,kU/l,10
VÄL,,41388,Endomüüsiumi IgA,,1
Väljast tellitud analüüsid,"",Paraläkaköha,Paraläkaköha,,1
Vereäige mikroskoopia,,B-Hemo,Erütrotsüütide poikilotsütoos,-,6
Mikrobioloogia analüüs,WD - <ANONYM id="3" type="per" morph="_S_ sg n"/>,FOXTsefoksitiin,FOX Tsefoksitiin,,2
Hematoloogia labori analüüsid,,209,PDW,fL,26
Mikrobioloogia labor (haigla),,30114,Tseftriaksoon,,1
PAP test: Tserv kanal ja portio,,3976,Gün tsüto uuringu dgn,,3
Immuunglobuliin G alaklassid,,"S-IgG1,2,3,4",IgG1,g/L,4
Happe-alus tasakaal,Venoosne veri,pH(T),pH(T),,12
PAP test: tserv kanal ja portio,,2327,Lameepiteeli kirjeldus,,15
E2 Spetsiifiline IgE üksikallergeeni suhtes,,S-E2_IgE,IgE E2 (koera epiteel),kIU/l,11
Happe-aluse tasakaal,,70377,p50(act),mm Hg,24
Immuunmeetoditel uuringud,"",,f14 / sp IgE soja suhtes,,1
Koe transglutaminaasi IgA seerumis,,S-tTG_IgA,S-tTG IgA,S/CO,1
PAP test: Portio,,3359,Endomeetriu,,1
Immuunmeetoditel põhinevad uuringud,,11539,fS-PTH(Parathormoon),pmol/l,256
LTKH allhanked,,1370,fS-In(Insuliin),mIU/l,2
Happe-leelis tasakaal,,71692,SBCc,mmol/l,2
"RS-viirus, IF, ninakaapes",,Nm-RS,Nm-RS,-,1
Mikrobioloogia analüüs,WD - <ANONYM id="94" type="per" morph="_S_ sg n"/>,GENGentamütsiin,GEN Gentamütsiin,,1
Uriini uuringud,,784,Urobilinogeen,,2
Happe-alus tasakaal,Areteriaalne veri,RHb=HHb,RHb = HHb,,50
Mikrobioloogilised uuringud,,144337,Tigetsükliin MIK,,2
Kliinilise keemia labori analüüsid,,243,Valk,,7
Uriini uuringud,,709,U-Pr(Valk uriinis),g/l,39
Mikrobioloogilised uuringud,,147158,Tsefotaksiim MIK,,1
Kliiniline vereanalüüs,"","CBC,DIFF(5),RETmikroskoopiliselt","CBC,DIFF(5),RET mikroskoopiliselt",,9
C-peptiid,,S-C-pept,S-C-pept,nmol/L,29
"Kaltsium, ioniseeritud, arteriaalses veres",,aB-Ca-Ion,aB-Ca-Ion,mmol/l,1
täisveri,,B-täisveri,segm.,-,177
D-hepatiidi viiruse RNA veres,,B-HDV_RNA,,,1
PAP test: Portio,,3367,Mikrofloor,,1
PCR: Emakakaelakanalikaabe,,1735,Mycoplasma genitalium DN,,2
Kliiniline vereanalüüs,,RDW-SD(erütrotsüütidesuurusjaotuvus),RDW-SD (erütrotsüütide suurusjaotuvus),,2
HbA1c %,,,,,70
Aspartaadi aminotransferaas (GOT),,S-AST,S-AST,u/l,113
Immuunmeetoditel uuringud,seerum,S-HSV2-M/Lihtherpeseviiruse2.tüübivastaneIgMseerumis,S-HSV2-M / Lihtherpeseviiruse 2.tüübi vastane IgM seerumis,,8
Aeroobide uuring haavaeritisest,,Wd-Aer,Wd-Aer,-,5
Kliinilise keemia uuringud,,1140,fS-R(Reumatoidfaktor),IU/ml,45
betta-2-mikroglobiliin,,betta-2-mikroglobuliin,betta-2-mikroglobuliin,ug/l,2
Biokeemia,,107,Kolesterool,mmol/l,77
Treponema pallidum-i vastased antikehad seerumis,,S-T_pallidum_Ab,S-T pallidum Ab,-,6
Biokeemia labor,,15,Kusihape seerumis,mkmol/l,1
Raud,,S-Fe,S-Fe,ug/ml,12
Immuunuuringud,,11200,hamste(hamster),IU/ml,1
Mikrobioloogilised uuringud,,62216,Penitsilliin(Penitsilliin),,1
Kliiniline vereanalüüs,"",,NEUT#,,1
Uriini analüüs,uriin,Lameepiteelirakud,Lameepiteeli rakud,,1
Hematoloogilised uuringud /Tallinna Labo,,963,Erütrotsüüdid,x10 12/L,2
Hematoloogilised uuringud,,2473,PCT,%,14
Erinevad laboratoorsed uuringud,,316-Välisuuringud,Anti-CV2/CRMPS liikvoris,-,2
Biokeemilised uuringud,,87,S-Amülaas,U/l,260
Vere automaatuuring leukogrammita,,B-CBC,PCT,%,116
Mikrobioloogilised uuringud,,59520,Gentamütsiin H(Gentamütsiin HL),,1
Mikrobioloogilised uuringud,,1773,B-Aer 1(Aeroobse mikrofloora külv (verest)),,1
Biokeemia analüüs,"",S-VitD(25-OH)vitamiinD(25-OH)seerumis,S-VitD(25-OH) vitamiin D (25-OH) seerumis,,211
PAP test,,2519,Lümfotsüüdid,,1
Immuunuuringud,,11211,piim(piim),IU/ml,8
Hemogramm,,B-CBC,,pg,1
uriini sademe mikroskoopia,,U-Sed-m,hüaliinsilindrid,-,7
Olme- ja epidermaalsed allergeenid,,Sk-OEA,D.pteronyssinus,mm,25
E.coli Shiga-toksiinide 1 ja 2 määramine väljaheitest,,F-EcoShiga1/2,E.coli Shiga-toksiinide 1 ja 2 määramine väljaheitest.,-,2
Türetropiin ehk kilpnääret stimuleeriv hormoon,,S2-TSH,S2-TSH,mIU/l,18
"Troponiin T, kardiaalne",,S-cTnT,S-cTnT,.,57
Uriini sademe mikroskoopia,,U-Sedim,Erütrotsüüdid,-,902
Biokeemia analüüs,,fS-apoA1(apolipoproteiinA),fS-apoA1 (apolipoproteiin A),,1
Immuunmeetoditel uuringud,"",S-MPOAb/MüeloperoksüdaasivastaneIgGseerumis,S-MPOAb / Müeloperoksüdaasi vastane IgG seerumis,,3
ALP-isoensüümid,,S-ALP-i,luu,U/L,1
B-tüüpi natriureetiline peptiid plasmas,,P-BNP,P-BNP,ng/L,176
Kliinilise keemia uuringud,,3309,Glükoo,mmol/l,1
Kliinilise keemia uuringud,,7701,HbA1c(Glükeeritud hemoglobiin analüsaatoril),%,1
Immuunmeetoditel uuringud,"",,S-TRAb / Türeotropiini retseptori vastane IgG seerumis,,3
Mycoplasma pneumoniae vastased IgM-antikehad,,S-aMypnM,Mycoplasma pneumoniae vastased IgM-antikehad,-,7
Seroloogilised uuringud,,147102,BB_K53 (p21 Bb),,8
Mikrobioloogia analüüs,SP - Röga,,VIO Vorikonazol,,1
Spetsiifiline IgE,,IgE_spec.,kask,-,1
Immuunmeetoditel uuringud,"",,S-TBE IgM / Puukentsefaliidi viiruse vastane IgM seerumis,,1
Immuunmeetoditel uuringud,seerum,TsüklilisetsitrulleeritudpeptiidivastIgGseerumis,Tsüklilise tsitrulleeritud peptiidi vast IgG seerumis,,26
PCR: Emakakaelakanalikaabe,,1193,Chlamydia trachomatis DNA,,2
Biokeemilised uuringud,,401,HgbA1c,%,209
Mikrobioloogia analüüs,BL - <ANONYM id="10" type="per" morph="_S_ sg n"/>,,Faaskontrast preparaat,,1
Biokeemia labor,,10473,S-HDL,mmol/l,103
VÄL,,41161,Rau,mkmol/l,4
"Inimese immuunpuudulikkuse 1. ja2. tüübi viiruste vastased antikehad, verifitseerimine",,S-aHIV1/2_v,S-aHIV1/2 v,-,2
Hematoloogilised uuringud,,146172,1 B-HFLC(High fluorescence lymphocytes),%,5
Uriini sademe mikroskoopia,,U-Sed-m,Amorfsed fosfaadi kristallid,-,29
Happe-aluse tasakaal,,70358,COHb(Karboksühemoglobiin),%,43
Immunohematoloogia,,11550,Otsene Coombsi tes,,1
WBC,,,,,113
Helicobacter pylori antigeen väljaheites,,,F-Helpyl Ag (Q),,7
Immuunmeetoditel uuringud,"",,f4 / sp IgE nisu suhtes,,1
"Amülaas, pankreasespetsiifiline pleuravedelikus",,PlrF-AmylP,PlrF-AmylP,U/l,5
Hematoloogilised uuringud,,1289,PDW,%,1
"S,P-LDL-Chol",,,,,15
Madala tihedusega lipoproteiini kolesterool,,S-LDL,S-LDL,mmol/l,287
fPSA,,S-f_PSA,% kogu PSA-st,%,5
Tsütomegaloviiruse vastane IgM seerumis,,S-CMV_IgM,S-CMV IgM,-,29
Glükoosi taluvuse proov,,GTT,2 tunni pärast (2t) glükoos plasmas mmo/l,mmol/l,1
Madala tihedusega lipoproteiini kolesterool,,S-LDL,,mmol/L,20
Mikrobioloogia analüüs,PS - Mäda,MIKMikroobid,MIK Mikroobid,,4
Vedelike uuringud,,10516,CSF-Pro(Valk seljaajuvedelikus),g/l,1
Laboratoorne hematoloogia,,74,NEUT%,%,35
Kliiniline vereanalüüs,,BASO#(basofiilidearv),BASO# (basofiilide arv),,2
Väljast tellitud analüüsid,"",ErlichiaIgM,Erlichia IgM,,4
Immuunhematoloogilised uuringud,,11252,ABO veregrupp(ABO veregrupp),,2
Mikrobioloogilised uuringud,,144439,Nitrofurantoii,,27
Hemogramm kolmeosalise leukogrammiga,,B-CBC-3Diff,RDW,%,4
Kolmiktest,,,AFP HK:66706,IU/mL,2
Hematoloogilised uuringud,,626,7 B-Baso#(Basofiilide arv),/nL,1
Hematoloogilised uuringud,,625,3 B-Lymph#(Lümfotsüütide arv),/nL,3
Uriini sademe mikroskoopia,,U-Sedim,Hüaliinsilindrid (ur. sademes),-,7
Fibriini D-dimeerid plasmas,,P-FiDD,,ug/mL,6
Immuunmeetoditel uuringud,"",,Fer / Ferritiin,,10
Autoimmuundiagnostika,,147144,NMDA IgG,,2
PAP test: Vulva,,3472,Plasmaraku,,1
Immunoloogilised uuringud,,1637,S-FT,pmol/l,20
Mikrobioloogia labor (haigla),,43896,Penitsilliin,,2
Vere automaatuuring leukogrammita,,B-CBC,MPV fl,fl,245
Mikrobioloogia analüüs,<ANONYM id="2" type="per" morph="_Y_ ?"/> - Keskõrva eritis,Uuringueesmärk,Uuringu eesmärk,,1
Vereäige mikroskoopia,,B-Smear-m,Makrotsütaarsed erütrotsüüdid,-,13
PAP test,,2419,Soovitused,,1
"Hemogramm, patoloogiline (vereäige mikroskoopia)",,B-Hemo-p,Eosinofiilid,-,1
Mikrobioloogilised uuringud,,752,Sp-Ae(Aeroobide uuring rögast),,1
Hematoloogilised uuringud,,18,E-MCH(Keskmine hemoglobiinihulk erütrotsüüdis),pg,7
Troponiin T (kõrgtundlik),,S-cTnT-hs,S-cTnT-hs,ng/L,213
Koprogramm ehk rooja lihtuuring,,St-Copro,"Seebid, rasvhapped",-,4
"FP1 spetsiifiline IgE allergeenide segu (maapähkel, sarapuu pähkel, Brasiilia pähkel, mandel, kookospähkel) suhtes",,S2-fp1_IgE,"IgE fp1 (maapähkel, sarapuu pähkel, brasiilia pähkel, mandel, kookospähkel)",kIU/l,18
Mikrobioloogia analüüs,BL - <ANONYM id="2" type="per" morph="_S_ sg n"/>,VANVankomütsiin,VAN Vankomütsiin,,1
Laktaat paastuplasmas,,fP-Lac,fP-Lac,mmol/l,34
Happe-alus tasakaal,,Kehatemperatuur,Kehatemperatuur,,1
Bilirubiin (konjugeeritud) seerumis,,,S-Bil-conj,µmol/L,43
HIV ja hepatiidi uuringud,,71543,HSV I&II DNA (liikvor),koopiat/ml,9
"Hemogramm, patoloogiline (mikroskoopia)",,B-Hemo-p,Segmenttuumsed neutrofiilid,-,22
Kliinilise keemia labori analüüsid,,246,Urobilinogeen,,7
Kliiniline vereanalüüs,"",LYM#,LYM#,,3281
Tupeeritise natiivpreparaat,,Vag-Tva-Bsk,Vag-Tva-Bsk,,1
Kliiniline vere ja glükohemoglobiini analüüs,"",,IG% - Ebaküps.granulotsüütide %,,485
