analysis_name,t_lyhend,t_nimetus,kasutatav_nimetus,loinc_code,substrate,evidence
"Tsütomegaloviiruse, Epstein-Barri viiruse, inimese herpesviiruse 6 DNA (paneel)","XXX-CMV, EBV, HHV6 DNA panel","Tsütomegaloviiruse, Epstein-Barri viiruse, inimese herpesviiruse 6 DNA (paneel)","CMV, EBV, HHV6 DNA paneel",L-2866,,t_nimetus
Tsütoplasma antigeenide IgG paneel (IB),"S,P-Cytoplasm IgG panel IB","Tsütoplasma antigeenide vastane IgG seerumis/plasmas (paneel, immunoblot)",Tsütoplasma antigeenide IgG paneel (IB),L-5008,,kasutatav_nimetus
"Tsütoplasma antigeenide vastane IgG seerumis/plasmas (paneel, immunoblot)","S,P-Cytoplasm IgG panel IB","Tsütoplasma antigeenide vastane IgG seerumis/plasmas (paneel, immunoblot)",Tsütoplasma antigeenide IgG paneel (IB),L-5008,,t_nimetus
Tuberkuloositekitajate ravimtundlikkuse paneel LIN,Is-LIN panel,Tuberkuloositekitajate ravimtundlikkuse paneel LIN,Ravimtundlikkuse paneel LIN,L-2777,,t_nimetus
Tuberkuloositekitajate ravimtundlikkuse paneel PZA,Is-PZA panel,Tuberkuloositekitajate ravimtundlikkuse paneel PZA,Ravimtundlikkuse paneel PZA,L-2775,,t_nimetus
Tuberkuloositekitajate ravimtundlikkuse paneel reservrida,Is-Reserve panel,Tuberkuloositekitajate ravimtundlikkuse paneel reservrida,Ravimtundlikkuse paneel reservrida,L-2776,,t_nimetus
Tuberkuloositekitajate ravimtundlikkuse paneel SIRE,Is-SIRE panel,Tuberkuloositekitajate ravimtundlikkuse paneel SIRE,Ravimtundlikkuse paneel SIRE,L-2774,,t_nimetus
"Tuumavastane IgG seerumis/plasmas (paneel, kaudne immunofluorestsents)","S,P-ANA IgG panel IIF","Tuumavastane IgG seerumis/plasmas (paneel, kaudne immunofluorestsents)",ANA IgG paneel (IIF),L-4493,,t_nimetus
Täpsustamata kehavedeliku tsütogramm,XXX-Diff,Täpsustamata kehavedeliku tsütogramm,Täpsustamata kehavedeliku tsütogramm,29580-8,Body fld,t_nimetus
Täpsustamata kehavedeliku tsütoos,XXX-Cells,Täpsustamata kehavedeliku tsütoos,Täpsustamata kehavedeliku tsütoos,L-2766,,t_nimetus
Täpsustamata materjali mikroskoopia (Leishman-Giemsa ja Gram paneel),"XXX-Leishman-Giemsa-m, Gram-m panel",Täpsustamata materjali mikroskoopia (Leishman-Giemsa ja Gram paneel),Mikroskoopia Leishman-Giemsa ja Gram paneel,L-3055,,t_nimetus
Täpsustamata materjali mikroskoopia paneel (akridiinoranz),XXX-Acridine orange-m panel,Täpsustamata materjali mikroskoopia paneel (akridiinoranz),Mikroskoopia (akridiinoranz),L-4543,,t_nimetus
Täpsustamata materjali mikroskoopia paneel (calcofluor),XXX-Calcofluor-m panel,Täpsustamata materjali mikroskoopia paneel (calcofluor),Mikroskoopia (calcofluor),L-4545,,t_nimetus
Täpsustamata materjali mikroskoopia paneel (Gram),XXX-Gram-m panel,Täpsustamata materjali mikroskoopia paneel (Gram),Mikroskoopia (Gram),L-4544,,t_nimetus
Täpsustamata materjali mikroskoopia panel (Leishman-Giemsa),XXX-Leishman-Giemsa-m panel,Täpsustamata materjali mikroskoopia panel (Leishman-Giemsa),Mikroskoopia (Leishman-Giemsa),L-4546,,t_nimetus
Türeotropiini vabastava hormooni stimulatsioonitest,TRH test,Türeotropiini vabastava hormooni stimulatsioonitest,TRH test,L-3482,,t_nimetus
uB-CBC-5Diff-fetal,uB-CBC-5Diff-fetal,Hemogramm 5-osalise leukogrammiga lootel,Hemogramm 5-osalise leukogrammiga lootel,L-4904,,t_lyhend
uB-CBC-fetal,uB-CBC-fetal,Hemogramm lootel,Hemogramm lootel,L-4897,,t_lyhend
"U-Creatine, guanidinoacetate panel","U-Creatine, guanidinoacetate panel",Kreatiin ja guanidinoatsetaat uriinis (paneel),Kreatiini ja guanidinoatsetaadi paneel uriinis,L-3189,,t_lyhend
U-Metobolic disorders screen panel,U-Metobolic disorders screen panel,Ainevahetushäirete sõeluuring uriinis,Ainevahetushäirete sõeluuring uriinis,L-3198,,t_lyhend
U-Monoclon-Ig panel,U-Monoclon-Ig panel,Monoklonaalsed immuunglobuliinid uriinis (paneel),Monoklonaalsed immuunglobuliinid uriinis,29585-7,Urine,t_lyhend
U-Monosaccharides panel GC/MS,U-Monosaccharides panel GC/MS,"Monosahhariidid uriinis (paneel, GC/MS)",Monosahhariidide paneel uriinis (GC/MS),L-3188,,t_lyhend
U-Narco panel,U-Narco panel,Sõltuvusained uriinis (paneel),Sõltuvusainete paneel uriinis,L-2716,,t_lyhend
U-Particles Fc,U-Particles Fc,Uriini partiklid (voolutsütomeetria),Uriini partiklid (voolutsütomeetria),50554-5,Urine,t_lyhend
U-Porphyria panel,U-Porphyria panel,Porfüüria markerid uriinis (paneel),Porfüüria paneel uriinis,L-4296,,t_lyhend
U-Prot-Fr panel,U-Prot-Fr panel,Valkude fraktsioonid uriinis,Valkude fraktsioonid uriinis,34539-7,Urine,t_lyhend
Ureaplasma DNA paneel,XXX-Ureaplasma DNA panel,Ureaplasma DNA (paneel),Ureaplasma DNA paneel,L-2982,,kasutatav_nimetus
Ureaplasma DNA (paneel),XXX-Ureaplasma DNA panel,Ureaplasma DNA (paneel),Ureaplasma DNA paneel,L-2982,,t_nimetus
Uriini partiklid (voolutsütomeetria),U-Particles Fc,Uriini partiklid (voolutsütomeetria),Uriini partiklid (voolutsütomeetria),50554-5,Urine,t_nimetus
Uriini ribaanalüüs,U-Strip,Uriini ribaanalüüs,Uriini ribaanalüüs,50556-0,Urine,t_nimetus
Uriini ribaanalüüs + sademe mikroskoopia,U-Strip + U-Sed-m,Uriini ribaanalüüs + uriini sademe mikroskoopia,Uriini ribaanalüüs + sademe mikroskoopia,L-4953,,kasutatav_nimetus
Uriini ribaanalüüs + uriini sademe mikroskoopia,U-Strip + U-Sed-m,Uriini ribaanalüüs + uriini sademe mikroskoopia,Uriini ribaanalüüs + sademe mikroskoopia,L-4953,,t_nimetus
Uriini ribaanalüüs + vajadusel sademe mikroskoopia,U-Strip + U-Sed-m conditionally,Uriini ribaanalüüs + vajadusel uriini sademe mikroskoopia,Uriini ribaanalüüs + vajadusel sademe mikroskoopia,L-4955,,kasutatav_nimetus
Uriini ribaanalüüs + vajadusel uriini sademe mikroskoopia,U-Strip + U-Sed-m conditionally,Uriini ribaanalüüs + vajadusel uriini sademe mikroskoopia,Uriini ribaanalüüs + vajadusel sademe mikroskoopia,L-4955,,t_nimetus
Uriini sademe mikroskoopia,U-Sed-m panel,Uriini sademe mikroskoopia,Uriini sademe mikroskoopia,24356-8,Urine,t_nimetus
U-Sed-m panel,U-Sed-m panel,Uriini sademe mikroskoopia,Uriini sademe mikroskoopia,24356-8,Urine,t_lyhend
U-Sialate panel,U-Sialate panel,Siaalhape uriinis (paneel),Siaalhappe paneel uriinis,L-3210,,t_lyhend
U-Strip,U-Strip,Uriini ribaanalüüs,Uriini ribaanalüüs,50556-0,Urine,t_lyhend
U-Strip + U-Sed-m,U-Strip + U-Sed-m,Uriini ribaanalüüs + uriini sademe mikroskoopia,Uriini ribaanalüüs + sademe mikroskoopia,L-4953,,t_lyhend
U-Strip + U-Sed-m conditionally,U-Strip + U-Sed-m conditionally,Uriini ribaanalüüs + vajadusel uriini sademe mikroskoopia,Uriini ribaanalüüs + vajadusel sademe mikroskoopia,L-4955,,t_lyhend
Vabade kergete ahelate hulk ööpäevases uriinis (paneel),dU-FLC QN panel,Vabade kergete ahelate hulk ööpäevases uriinis (paneel),Vabade kergete ahelate hulk ööpäevases uriinis (paneel),L-4731,,t_nimetus
Vag-Last sooviva naise suguh pakett,Vag-Last sooviva naise suguh pakett,Last sooviva naise suguhaiguste pakett,Last sooviva naise suguhaiguste pakett,L-5272,,t_lyhend
Valkude fraktsioonid,S-Prot-Fr panel,Valkude fraktsioonid seerumis,Valkude fraktsioonid,24351-9,Ser/Plas,kasutatav_nimetus
Valkude fraktsioonid seerumis,S-Prot-Fr panel,Valkude fraktsioonid seerumis,Valkude fraktsioonid,24351-9,Ser/Plas,t_nimetus
Valkude fraktsioonid uriinis,U-Prot-Fr panel,Valkude fraktsioonid uriinis,Valkude fraktsioonid uriinis,34539-7,Urine,t_nimetus
Vastsündinute sepsise tekitajate DNA paneel,B-NeonatalSepsisBac DNA panel,Vastsündinute sepsise tekitajate DNA veres (paneel),Vastsündinute sepsise tekitajate DNA paneel,L-4388,,kasutatav_nimetus
Vastsündinute sepsise tekitajate DNA veres (paneel),B-NeonatalSepsisBac DNA panel,Vastsündinute sepsise tekitajate DNA veres (paneel),Vastsündinute sepsise tekitajate DNA paneel,L-4388,,t_nimetus
Vastsündinute sõeluuringu paneel vereplekist,BS-Newborn screen panel,Vastsündinute sõeluuring vereplekist (paneel),Vastsündinute sõeluuringu paneel vereplekist,L-5311,,kasutatav_nimetus
Vastsündinute sõeluuring vereplekist (paneel),BS-Newborn screen panel,Vastsündinute sõeluuring vereplekist (paneel),Vastsündinute sõeluuringu paneel vereplekist,L-5311,,t_nimetus
vB-ABB panel,vB-ABB panel,Happe-aluse tasakaalu uuring venoosses veres,Happe-aluse tasakaal venoosses veres,24339-4,Bld,t_lyhend
Vedelikupõhine tsütoloogia,Cx-LBC,Vedelikupõhine tsütoloogia emakakaelakanalikaapest,Vedelikupõhine tsütoloogia,A-5026,,kasutatav_nimetus
Vedelikupõhine tsütoloogia emakakaelakanalikaapest,Cx-LBC,Vedelikupõhine tsütoloogia emakakaelakanalikaapest,Vedelikupõhine tsütoloogia,A-5026,,t_nimetus
Vere automaatuuring 5-osalise leukogrammiga,B-CBC-5Diff,Hemogramm viieosalise leukogrammiga,Hemogramm 5-osalise leukogrammiga,57021-8,bld,manual
"Vereloomehaiguse immuunfenotüpeerimine (paneel, voolutsütomeetria)",XXX-Fc panel,"Vereloomehaiguse immuunfenotüpeerimine (paneel, voolutsütomeetria)",Vereloomehaiguse immuunfenotüpeerimise paneel,L-5031,,t_nimetus
Vereloomehaiguse immuunfenotüpeerimise paneel,XXX-Fc panel,"Vereloomehaiguse immuunfenotüpeerimine (paneel, voolutsütomeetria)",Vereloomehaiguse immuunfenotüpeerimise paneel,L-5031,,kasutatav_nimetus
Vereäige mikroskoopia,B-Smear-m panel,Vereäige mikroskoopia,Vereäige mikroskoopia,L-42,,kasutatav_nimetus
VGKC IgG paneel,"S,P-VGKC IgG panel","VGKC (kaaliumkanalid) seonduvate valkude (LGl1, Caspr2) vastane IgG seerumis/plasmas (paneel)",VGKC IgG paneel,L-3774,,kasutatav_nimetus
"VGKC (kaaliumkanalid) seonduvate valkude (LGl1, Caspr2) vastane IgG seerumis/plasmas (paneel)","S,P-VGKC IgG panel","VGKC (kaaliumkanalid) seonduvate valkude (LGl1, Caspr2) vastane IgG seerumis/plasmas (paneel)",VGKC IgG paneel,L-3774,,t_nimetus
Viiruste RNA/DNA paneel roojas,St-Vir RNA/DNA panel,Viiruste RNA/DNA roojas (paneel),Viiruste RNA/DNA paneel roojas,L-3866,,kasutatav_nimetus
Viiruste RNA/DNA roojas (paneel),St-Vir RNA/DNA panel,Viiruste RNA/DNA roojas (paneel),Viiruste RNA/DNA paneel roojas,L-3866,,t_nimetus
Vitamiinid A ja E seerumis/plasmas (paneel),"S,P-Vit A, E panel",Vitamiinid A ja E seerumis/plasmas (paneel),Vitamiinide A ja E paneel,L-3685,,t_nimetus
Vitamiinid B1 ja B6 veres (paneel),"B-Vit B1, B6 panel",Vitamiinid B1 ja B6 veres (paneel),Vitamiinide B1 ja B6 paneel,L-3686,,t_nimetus
Vitamiinide A ja E paneel,"S,P-Vit A, E panel",Vitamiinid A ja E seerumis/plasmas (paneel),Vitamiinide A ja E paneel,L-3685,,kasutatav_nimetus
Vitamiinide B1 ja B6 paneel,"B-Vit B1, B6 panel",Vitamiinid B1 ja B6 veres (paneel),Vitamiinide B1 ja B6 paneel,L-3686,,kasutatav_nimetus
Vitamiinide ja mikroelementide pakett,"S,P-Vitamiinide ja mikroelementide pakett",Vitamiinide ja mikroelementide pakett,Vitamiinide ja mikroelementide pakett,L-3544,,kasutatav_nimetus
vuB-ABB panel,vuB-ABB panel,Happe-aluse tasakaalu uuring venoosses nabaväädi veres,Happe-aluse tasakaal venoosses nabaväädi veres,51972-8,Bld,t_lyhend
Väga pika ahelaga rasvhapete paneel seerumis (GC/MS),S-VLCFA panel GC/MS,Väga pika ahelaga rasvhapete paneel seerumis (GC/MS),Väga pika ahelaga rasvhapete paneel seerumis (GC/MS),49263-7,Ser/Plas,t_nimetus
Väike klassikaline deksametasooni supressioonitest,Dexamethazone supression test (small),Väike klassikaline deksametasooni supressioonitest,Väike klassikaline deksametasooni supressioonitest,L-3484,,kasutatav_nimetus
Ägeda lümfoidse leukeemia paneel luuüdist,Bm-B-ALL panel,Ägeda lümfoidse leukeemia paneel luuüdist,ALL paneel,L-4966,,t_nimetus
XXX-Acanthamoeba-m panel,XXX-Acanthamoeba-m panel,Acanthamoeba mikroskoopia paneel (Leishman-Giemsa ja natiiv) täpsustamata materjalist,Acanthamoeba mikroskoopia (Leishman-Giemsa ja natiiv),L-3671,,t_lyhend
XXX-Acridine orange-m panel,XXX-Acridine orange-m panel,Täpsustamata materjali mikroskoopia paneel (akridiinoranz),Mikroskoopia (akridiinoranz),L-4543,,t_lyhend
"XXX-Adeno-, entero-, metapneumo-, parainfluenza virus RNA/DNA panel","XXX-Adeno-, entero-, metapneumo-, parainfluenza virus RNA/DNA panel","Adeno-, entero-, metapneumo-, paragripiviiruse RNA/DNA (paneel)","Adeno-, entero-, metapneumo-, paragripiviiruse RNA/DNA paneel",L-4564,,t_lyhend
XXX-Bacterial vaginosis DNA panel,XXX-Bacterial vaginosis DNA panel,Bakteriaalse vaginoosi tekitajate DNA (paneel),Bakteriaalse vaginoosi tekitajate DNA paneel,L-3002,,t_lyhend
"XXX-B pertussis, B parapertussis DNA panel","XXX-B pertussis, B parapertussis DNA panel",Bordetella pertussis ja Bortetella parapertussis DNA (paneel),"Bordetella pertussis, Bordetella parapertussis DNA paneel",41875-6,,t_lyhend
XXX-Calcofluor-m panel,XXX-Calcofluor-m panel,Täpsustamata materjali mikroskoopia paneel (calcofluor),Mikroskoopia (calcofluor),L-4545,,t_lyhend
XXX-Candida DNA panel,XXX-Candida DNA panel,Candida DNA (paneel),Candida DNA paneel,L-4375,,t_lyhend
XXX-CD57 panel,XXX-CD57 panel,NK-rakkude (CD57) arv ja suhtarv täpsustamata materjalis (paneel),NK-rakkude (CD57) paneel,L-5340,,t_lyhend
XXX-Cells,XXX-Cells,Täpsustamata kehavedeliku tsütoos,Täpsustamata kehavedeliku tsütoos,L-2766,,t_lyhend
"XXX-CMV, EBV, HHV6 DNA panel","XXX-CMV, EBV, HHV6 DNA panel","Tsütomegaloviiruse, Epstein-Barri viiruse, inimese herpesviiruse 6 DNA (paneel)","CMV, EBV, HHV6 DNA paneel",L-2866,,t_lyhend
"XXX-C pneumoniae, M pneumoniae DNA panel","XXX-C pneumoniae, M pneumoniae DNA panel","Chlamydophila pneumoniae, Mycoplasma pneumoniae DNA (paneel)","Chlamydophila pneumoniae, Mycoplasma pneumoniae DNA paneel",L-4338,,t_lyhend
"XXX-C trachomatis, N gonorrhoeae DNA panel","XXX-C trachomatis, N gonorrhoeae DNA panel","Chlamydia trachomatis, Neisseria gonorrhoeae DNA (paneel)","Chlamydia trachomatis, Neisseria gonorrhoeae DNA paneel",72828-7,,t_lyhend
XXX-Dermathophytes-m panel (KOH),XXX-Dermathophytes-m panel (KOH),"Nahaseente mikroskoopia täpsustamata materjalist (KOH, paneel)",Nahaseente mikroskoopia (KOH),L-4547,,t_lyhend
"XXX-Dermatophytes DNA, Dermatophytes-m (KOH) panel","XXX-Dermatophytes DNA, Dermatophytes-m (KOH) panel",Nahaseente DNA paneel I ja mikroskoopia (kaaliumhüdroksiid) täpsustamata materjalis,Nahaseente DNA ja mikroskoopia (KOH) paneel,L-5336,,t_lyhend
XXX-Dermatophytes DNA panel I,XXX-Dermatophytes DNA panel I,"Nahaseente (T rubrum, nahaseente) DNA (paneel I)",Nahaseente DNA paneel I,L-2698,,t_lyhend
XXX-Dermatophytes DNA panel II,XXX-Dermatophytes DNA panel II,Nahaseente DNA (paneel II),Nahaseente DNA paneel II,L-3446,,t_lyhend
XXX-Dermatophytes DNA panel III,XXX-Dermatophytes DNA panel III,"Nahaseente (T rubrum, E floccosum, M canis, nahaseente) DNA (paneel III)",Nahaseente DNA paneel III,L-4377,,t_lyhend
XXX-Diff,XXX-Diff,Täpsustamata kehavedeliku tsütogramm,Täpsustamata kehavedeliku tsütogramm,29580-8,Body fld,t_lyhend
XXX-EntericBact culture panel,XXX-EntericBact culture panel,"Soolepatogeenide (Salmonella, Shigella, Campylobacter) külv (paneel)","Soolepatogeenide (Salmonella, Shigella, Campylobacter) külvi paneel",L-4984,,t_lyhend
XXX-EntericBact (diarr) culture panel,XXX-EntericBact (diarr) culture panel,"Soolepatogeenide (Salmonella, Shigella, Campylobacter, Yersinia) külv  kõhulahtisuse korral (paneel)","Soolepatogeenide (Salmonella, Shigella, Campylobacter, Yersinia) külvi paneel kõhulahtisuse korral",L-4983,,t_lyhend
XXX-Enteropathogens culture panel,XXX-Enteropathogens culture panel,Enteropatogeenide külv täpsustamata materjalist (paneel),Enteropatogeenide külvi paneel,L-4083,,t_lyhend
XXX-Fc panel,XXX-Fc panel,"Vereloomehaiguse immuunfenotüpeerimine (paneel, voolutsütomeetria)",Vereloomehaiguse immuunfenotüpeerimise paneel,L-5031,,t_lyhend
XXX-Fungal DNA panel,XXX-Fungal DNA panel,Seente DNA (paneel),Seente DNA paneel,L-3440,,t_lyhend
XXX-Gneg DNA panel,XXX-Gneg DNA panel,Gramnegatiivste bakterite DNA (paneel),Gramnegatiivste bakterite DNA paneel,L-3441,,t_lyhend
XXX-Gpos DNA panel,XXX-Gpos DNA panel,Grampositiivsete bakterite DNA (paneel),Grampositiivsete bakterite DNA paneel,L-3442,,t_lyhend
XXX-Gram-m panel,XXX-Gram-m panel,Täpsustamata materjali mikroskoopia paneel (Gram),Mikroskoopia (Gram),L-4544,,t_lyhend
XXX-Hem somatic mut mRNA panel,XXX-Hem somatic mut mRNA panel,Hematoloogiliste somaatiliste mutatsioonide mRNA (paneel),Hematoloogiliste somaatiliste mutatsioonide mRNA paneel,L-1215,,t_lyhend
XXX-Herpesvirus DNA panel,XXX-Herpesvirus DNA panel,Herpesviiruste DNA (paneel),Herpesviiruste DNA paneel,L-3444,,t_lyhend
XXX-HPV DNA panel,XXX-HPV DNA panel,"Inimese papilloomiviiruse (HPV16, HPV18, HPV kõrge riski genotüüpide)  DNA (paneel)",HPV DNA paneel,L-2712,,t_lyhend
"XXX-HSV1,2 DNA panel","XXX-HSV1,2 DNA panel",Lihtherpeseviiruse 1. ja 2. tüübi DNA (paneel),"HSV1,2 DNA paneel",L-2711,,t_lyhend
"XXX-HSV1, HSV2, VZV DNA panel","XXX-HSV1, HSV2, VZV DNA panel",Lihtherpesviiruse 1. ja 2. tüübi ja tuulerõugeviiruse DNA (paneel),"HSV1, HSV2, VZV DNA paneel",L-4821,,t_lyhend
"XXX-Influenza A, B, A(H1N1) RNA panel","XXX-Influenza A, B, A(H1N1) RNA panel","A-, A(H1N1)-, B-gripi viiruse RNA (paneel)","A-, A(H1N1)-, B-gripi viiruse RNA paneel",L-3019,,t_lyhend
"XXX-Influenza A, B, RSV, Adenovirus Ag strip panel","XXX-Influenza A, B, RSV, Adenovirus Ag strip panel","A-, B-gripi viiruse, RS-viiruse, adenoviiruse antigeen täpsustamata materjalis (paneel; ribaanalüüs)","A-, B-gripi viiruse, RSV, adenoviiruse Ag paneel (ribaanalüüs)",L-3016,,t_lyhend
"XXX-Influenza A,B virus Ag strip panel","XXX-Influenza A,B virus Ag strip panel",A ja B-gripi viiruse antigeen täpsustamata materjalis (paneel; ribaanalüüs),A ja B-gripi viiruse Ag paneel (ribaanalüüs),L-2769,,t_lyhend
"XXX-Leishman-Giemsa-m, Gram-m panel","XXX-Leishman-Giemsa-m, Gram-m panel",Täpsustamata materjali mikroskoopia (Leishman-Giemsa ja Gram paneel),Mikroskoopia Leishman-Giemsa ja Gram paneel,L-3055,,t_lyhend
XXX-Leishman-Giemsa-m panel,XXX-Leishman-Giemsa-m panel,Täpsustamata materjali mikroskoopia panel (Leishman-Giemsa),Mikroskoopia (Leishman-Giemsa),L-4546,,t_lyhend
XXX-Lymph subclasses panel Fc,XXX-Lymph subclasses panel Fc,Lümfotsüütide alaklassid (voolutsütomeetria),Lümfotsüütide alaklassid (voolutsütomeetria),L-2735,,t_lyhend
XXX-Lymph subclasses panel II Fc,XXX-Lymph subclasses panel II Fc,Lümfotsüütide alaklassid II (voolutsütomeetria),Lümfotsüütide alaklassid II (voolutsütomeetria),L-4195,,t_lyhend
"XXX-M hominis, Ureaplasma sp. culture panel","XXX-M hominis, Ureaplasma sp. culture panel",Mycoplasma hominis ja Ureaplasma sp. külv täpsustamata materjalist (paneel),Mycoplasma hominis ja Ureaplasma sp. külvi paneel,L-4832,,t_lyhend
XXX-MPN mutations panel,XXX-MPN mutations panel,Krooniliste müeloproliferatiivsete haiguste mutatsioonid (paneel),Krooniliste müeloproliferatiivsete haiguste mutatsioonide paneel,L-5003,,t_lyhend
XXX-MTBDRplus panel,XXX-MTBDRplus panel,Mükobakterite samastamine ja ravimtundlikkus geneetiliste mutatsioonide alusel: põhirida (MTBDRplus paneel),MTBDRplus paneel,L-2778,,t_lyhend
XXX-MTBDRsl panel,XXX-MTBDRsl panel,Mükobakterite samastamine ja ravimtundlikkus geneetiliste mutatsioonide alusel: reservrida (MTBDRsl paneel),MTBDRsl paneel,L-2779,,t_lyhend
XXX-MTB-Rif panel,XXX-MTB-Rif panel,Mükobakterite samastamine ja rifampitsiin-tundlikkus geneetiliste mutatsioonide alusel (MTB-Rif paneel),MTB-Rif paneel,L-2780,,t_lyhend
"XXX-Mycobacterium culture (LJG), microscopy panel","XXX-Mycobacterium culture (LJG), microscopy panel",Mükobakterite külv (Löwenstein-Jensen glütserooliga) ja mikroskoopia (paneel),Mükobakterite külvi (LJg) ja mikroskoopia paneel,L-4410,,t_lyhend
"XXX-Mycobacterium culture (MGIT), microscopy panel","XXX-Mycobacterium culture (MGIT), microscopy panel",Mükobakterite külv (MGIT) ja mikroskoopia (paneel),Mükobakterite külvi (MGIT) ja mikroskoopia paneel,L-4411,,t_lyhend
XXX-Mycobacterium culture panel (m/LJg/MGIT),XXX-Mycobacterium culture panel (m/LJg/MGIT),Mükobakterite külv (Löwenstein-Jensen glütserooliga/MGIT) ja mikroskoopia (paneel),Mükobakterite külvi (LJg/MGIT) ja mikroskoopia paneel,L-3194,,t_lyhend
XXX-NTM-DR panel,XXX-NTM-DR panel,Mittetuberkuloossete mükobakterite samastamise ja ravimtundlikkus geneetiliste mutatsioonide alusel NTM-DR (paneel),NTM-DR paneel,L-3817,,t_lyhend
XXX-Parasites panel,XXX-Parasites panel,Parasiitide uuringupaneel täpsustamata materjalist,Parasiitide uuringupaneel,L-4539,,t_lyhend
XXX-RespBac DNA panel,XXX-RespBac DNA panel,"Hingamisteede bakterite ( B pertussis, C pneumoniae, H influenzae, L pneomophila, M pneumoniae, S pneumoniae) DNA (paneel)",Hingamisteede bakterite DNA paneel,L-2752,,t_lyhend
XXX-RespBac RNA/DNA panel,XXX-RespBac RNA/DNA panel,Hingamisteede bakterite RNA/DNA paneel,Hingamisteede bakterite RNA/DNA paneel,L-4040,,t_lyhend
XXX-RespVir RNA/DNA panel,XXX-RespVir RNA/DNA panel,"Hingamisteede viiruste ( A-, B-gripi, paragripi-, adeno-, metapneumo-, rinoviiruse, RSV) RNA/DNA (paneel)",Hingamisteede viiruste RNA/DNA paneel,L-2942,,t_lyhend
XXX-RespVir RNA/DNA panel II,XXX-RespVir RNA/DNA panel II,Hingamisteede viiruste RNA/DNA (laiendatud paneel),Hingamisteede viiruste RNA/DNA laiendatud paneel,L-3865,,t_lyhend
XXX-RespVir RNA panel,XXX-RespVir RNA panel,"Hingamisteede viiruste (A-, B-gripi, RSV) RNA (paneel)",Hingamisteede viiruste RNA paneel,L-4339,,t_lyhend
XXX-STDI DNA panel,XXX-STDI DNA panel,Sugulisel teel levivate infektsioonitekitajate DNA (paneel),STLI DNA paneel,L-2999,,t_lyhend
XXX-STDI DNA panel (broad),XXX-STDI DNA panel (broad),Sugulisel teel levivate infektsioonitekitajate DNA (laiendatud paneel),STLI DNA laiendatud paneel,L-3000,,t_lyhend
XXX-STDI DNA ulcer panel,XXX-STDI DNA ulcer panel,Sugulisel teel levivate infektsioonitekitajate DNA (haavandi paneel),STLI DNA haavandi paneel,L-3001,,t_lyhend
XXX-Ureaplasma DNA panel,XXX-Ureaplasma DNA panel,Ureaplasma DNA (paneel),Ureaplasma DNA paneel,L-2982,,t_lyhend
Y kromosoomi deletsioonide paneel,B-Y del panel,Y kromosoomi deletsioonid veres (paneel),Y kromosoomi deletsioonide paneel,35456-3,Bld,kasutatav_nimetus
Y kromosoomi deletsioonid veres (paneel),B-Y del panel,Y kromosoomi deletsioonid veres (paneel),Y kromosoomi deletsioonide paneel,35456-3,Bld,t_nimetus
