parameter_name,t_lyhend,t_nimetus,kasutatav_nimetus,loinc_code,substrate,evidence
XXX-Salmonella sp. culture Salmonella sp. külv,XXX-Salmonella sp. culture,Salmonella sp. külv,Salmonella sp. külv,17563-8,,t_lyhend + t_nimetus
XXX-S aureus culture,XXX-S aureus culture,Staphylococcus aureus külv,Staphylococcus aureus külv,20966-8,,t_lyhend
XXX-S aureus culture QN,XXX-S aureus culture QN,Staphylococcus aureus külv (kvantitatiivne),Staphylococcus aureus külv QN,A-4406,,t_lyhend
XXX-S aureus culture QN Staphylococcus aureus külv (kvantitatiivne),XXX-S aureus culture QN,Staphylococcus aureus külv (kvantitatiivne),Staphylococcus aureus külv QN,A-4406,,t_lyhend + t_nimetus
XXX-S aureus culture Staphylococcus aureus külv,XXX-S aureus culture,Staphylococcus aureus külv,Staphylococcus aureus külv,20966-8,,t_lyhend + t_nimetus
XXX-S aureus DNA,XXX-S aureus DNA,Staphylococcus aureus DNA,Staphylococcus aureus DNA,61404-0,,t_lyhend
XXX-S aureus DNA Staphylococcus aureus DNA,XXX-S aureus DNA,Staphylococcus aureus DNA,Staphylococcus aureus DNA,61404-0,,t_lyhend + t_nimetus
XXX-S aureus PVL gene,XXX-S aureus PVL gene,Staphylococcus aureus Panton-Valentine leukotsidiini geen,Staphylococcus aureus PVL geen,48816-3,,t_lyhend
XXX-S aureus PVL gene Staphylococcus aureus Panton-Valentine leukotsidiini geen,XXX-S aureus PVL gene,Staphylococcus aureus Panton-Valentine leukotsidiini geen,Staphylococcus aureus PVL geen,48816-3,,t_lyhend + t_nimetus
XXX-Seene eosed juuksekarva sees,XXX-Seene eosed juuksekarva sees,Seene eosed juuksekarva sees,Seene eosed juuksekarva sees,A-4492,,t_lyhend
XXX-Seene eosed juuksekarva sees Seene eosed juuksekarva sees,XXX-Seene eosed juuksekarva sees,Seene eosed juuksekarva sees,Seene eosed juuksekarva sees,A-4492,,t_lyhend + t_nimetus
XXX-Seene eosed juukskarva pinnal,XXX-Seene eosed juukskarva pinnal,Seene eosed juukskarva pinnal,Seene eosed juukskarva pinnal,A-4491,,t_lyhend
XXX-Seene eosed juukskarva pinnal Seene eosed juukskarva pinnal,XXX-Seene eosed juukskarva pinnal,Seene eosed juukskarva pinnal,Seene eosed juukskarva pinnal,A-4491,,t_lyhend + t_nimetus
XXX-Seene lühikesed hüüfid,XXX-Seene lühikesed hüüfid,Seene lühikesed hüüfid,Seene lühikesed hüüfid,A-4486,,t_lyhend
XXX-Seene lühikesed hüüfid Seene lühikesed hüüfid,XXX-Seene lühikesed hüüfid,Seene lühikesed hüüfid,Seene lühikesed hüüfid,A-4486,,t_lyhend + t_nimetus
XXX-Seeneniidid,XXX-Seeneniidid,Seeneniidid,Seeneniidid,A-2930,,t_lyhend
XXX-Seeneniidid Seeneniidid,XXX-Seeneniidid,Seeneniidid,Seeneniidid,A-2930,,t_lyhend + t_nimetus
XXX-Seene pungrakud,XXX-Seene pungrakud,Seene pungrakud,Seene pungrakud,A-4485,,t_lyhend
XXX-Seene pungrakud Seene pungrakud,XXX-Seene pungrakud,Seene pungrakud,Seene pungrakud,A-4485,,t_lyhend + t_nimetus
XXX-Seenerakud,XXX-Seenerakud,Seenerakud,Seenerakud,A-4463,,t_lyhend
XXX-Seenerakud Seenerakud,XXX-Seenerakud,Seenerakud,Seenerakud,A-4463,,t_lyhend + t_nimetus
XXX-S epidermidis DNA,XXX-S epidermidis DNA,Staphylococcus epidermidis DNA,Staphylococcus epidermidis DNA,61405-7,,t_lyhend
XXX-S epidermidis DNA Staphylococcus epidermidis DNA,XXX-S epidermidis DNA,Staphylococcus epidermidis DNA,Staphylococcus epidermidis DNA,61405-7,,t_lyhend + t_nimetus
XXX-SG,XXX-SG,Täpsustamata kehavedeliku erikaal,Täpsustamata kehavedeliku erikaal,35414-2,Body fld,t_lyhend
XXX-S gallinarum DNA,XXX-S gallinarum DNA,Salmonella gallinarum DNA,Salmonella gallinarum DNA,23431-0,,t_lyhend
XXX-S gallinarum DNA Salmonella gallinarum DNA,XXX-S gallinarum DNA,Salmonella gallinarum DNA,Salmonella gallinarum DNA,23431-0,,t_lyhend + t_nimetus
XXX-SG Täpsustamata kehavedeliku erikaal,XXX-SG,Täpsustamata kehavedeliku erikaal,Täpsustamata kehavedeliku erikaal,35414-2,Body fld,t_lyhend + t_nimetus
XXX-S haemolyticus DNA,XXX-S haemolyticus DNA,Staphylococcus haemolyticus DNA,Staphylococcus haemolyticus DNA,70018-7,Bld,t_lyhend
XXX-S haemolyticus DNA Staphylococcus haemolyticus DNA,XXX-S haemolyticus DNA,Staphylococcus haemolyticus DNA,Staphylococcus haemolyticus DNA,70018-7,Bld,t_lyhend + t_nimetus
XXX-Shigella DNA,XXX-Shigella DNA,Shigella DNA,Shigella DNA,46455-2,,t_lyhend
XXX-Shigella DNA Shigella DNA,XXX-Shigella DNA,Shigella DNA,Shigella DNA,46455-2,,t_lyhend + t_nimetus
XXX-Shigella sp. culture,XXX-Shigella sp. culture,Shigella sp. külv,Shigella sp. külv,17576-0,,t_lyhend
XXX-Shigella sp. culture Shigella sp. külv,XXX-Shigella sp. culture,Shigella sp. külv,Shigella sp. külv,17576-0,,t_lyhend + t_nimetus
XXX-S maltophilia DNA,XXX-S maltophilia DNA,Stenotrophomonas maltophilia DNA,Stenotrophomonas maltophilia DNA,61403-2,,t_lyhend
XXX-S maltophilia DNA Stenotrophomonas maltophilia DNA,XXX-S maltophilia DNA,Stenotrophomonas maltophilia DNA,Stenotrophomonas maltophilia DNA,61403-2,,t_lyhend + t_nimetus
XXX-S marcescens culture,XXX-S marcescens culture,Serratia marcescens külv,Serratia marcescens külv,A-3057,,t_lyhend
XXX-S marcescens culture Serratia marcescens külv,XXX-S marcescens culture,Serratia marcescens külv,Serratia marcescens külv,A-3057,,t_lyhend + t_nimetus
XXX-S marcescens DNA,XXX-S marcescens DNA,Serratia marcescens DNA,Serratia marcescens DNA,61402-4,,t_lyhend
XXX-S marcescens DNA Serratia marcescens DNA,XXX-S marcescens DNA,Serratia marcescens DNA,Serratia marcescens DNA,61402-4,,t_lyhend + t_nimetus
XXX-S pneumoniae DNA,XXX-S pneumoniae DNA,Streptococcus pneumoniae DNA,Streptococcus pneumoniae DNA,49672-9,,t_lyhend
XXX-S pneumoniae DNA Streptococcus pneumoniae DNA,XXX-S pneumoniae DNA,Streptococcus pneumoniae DNA,Streptococcus pneumoniae DNA,49672-9,,t_lyhend + t_nimetus
XXX-S pyogenes DNA,XXX-S pyogenes DNA,Streptococcus pyogenes DNA,Streptococcus pyogenes DNA,49610-9,,t_lyhend
XXX-S pyogenes DNA Streptococcus pyogenes DNA,XXX-S pyogenes DNA,Streptococcus pyogenes DNA,Streptococcus pyogenes DNA,49610-9,,t_lyhend + t_nimetus
XXX-STDI DNA panel,XXX-STDI DNA panel,Sugulisel teel levivate infektsioonitekitajate DNA (paneel),STLI DNA paneel,L-2999,,t_lyhend
XXX-STDI DNA panel (broad),XXX-STDI DNA panel (broad),Sugulisel teel levivate infektsioonitekitajate DNA (laiendatud paneel),STLI DNA laiendatud paneel,L-3000,,t_lyhend
XXX-STDI DNA panel (broad) Sugulisel teel levivate infektsioonitekitajate DNA (laiendatud paneel),XXX-STDI DNA panel (broad),Sugulisel teel levivate infektsioonitekitajate DNA (laiendatud paneel),STLI DNA laiendatud paneel,L-3000,,t_lyhend + t_nimetus
XXX-STDI DNA panel Sugulisel teel levivate infektsioonitekitajate DNA (paneel),XXX-STDI DNA panel,Sugulisel teel levivate infektsioonitekitajate DNA (paneel),STLI DNA paneel,L-2999,,t_lyhend + t_nimetus
XXX-STDI DNA ulcer panel,XXX-STDI DNA ulcer panel,Sugulisel teel levivate infektsioonitekitajate DNA (haavandi paneel),STLI DNA haavandi paneel,L-3001,,t_lyhend
XXX-STDI DNA ulcer panel Sugulisel teel levivate infektsioonitekitajate DNA (haavandi paneel),XXX-STDI DNA ulcer panel,Sugulisel teel levivate infektsioonitekitajate DNA (haavandi paneel),STLI DNA haavandi paneel,L-3001,,t_lyhend + t_nimetus
XXX-Streptococcus A Ag,XXX-Streptococcus A Ag,Streptococcus A antigeen täpsustamata materjalis,Streptococcus A Ag,31971-5,,t_lyhend
XXX-Streptococcus A Ag Streptococcus A antigeen täpsustamata materjalis,XXX-Streptococcus A Ag,Streptococcus A antigeen täpsustamata materjalis,Streptococcus A Ag,31971-5,,t_lyhend + t_nimetus
XXX-Streptococcus DNA,XXX-Streptococcus DNA,Streptococcus DNA,Streptococcus DNA,70015-3,Bld,t_lyhend
XXX-Streptococcus DNA Streptococcus DNA,XXX-Streptococcus DNA,Streptococcus DNA,Streptococcus DNA,70015-3,Bld,t_lyhend + t_nimetus
XXX-S typhi DNA,XXX-S typhi DNA,Salmonella typhi DNA,Salmonella typhi DNA,70021-1,Bld,t_lyhend
XXX-S typhi DNA Salmonella typhi DNA,XXX-S typhi DNA,Salmonella typhi DNA,Salmonella typhi DNA,70021-1,Bld,t_lyhend + t_nimetus
XXX-Subtel p FISH,XXX-Subtel p FISH,Kromosoomi lühikese õla subtelomeerne mikrodeletsioon (FISH),Kromosoomi lühikese õla subtelomeerne mikrodeletsioon (FISH),72653-9,Bld,t_lyhend
XXX-Subtel p FISH Kromosoomi lühikese õla subtelomeerne mikrodeletsioon (FISH),XXX-Subtel p FISH,Kromosoomi lühikese õla subtelomeerne mikrodeletsioon (FISH),Kromosoomi lühikese õla subtelomeerne mikrodeletsioon (FISH),72653-9,Bld,t_lyhend + t_nimetus
XXX-Subtel pq FISH,XXX-Subtel pq FISH,Kromosoomi lühikese ja pika õla subtelomeerne mikrodeletsioon (FISH),Kromosoomi lühikese ja pika õla subtelomeerne mikrodeltsioon (FISH),49040-9,Bld,t_lyhend
XXX-Subtel pq FISH Kromosoomi lühikese ja pika õla subtelomeerne mikrodeletsioon (FISH),XXX-Subtel pq FISH,Kromosoomi lühikese ja pika õla subtelomeerne mikrodeletsioon (FISH),Kromosoomi lühikese ja pika õla subtelomeerne mikrodeltsioon (FISH),49040-9,Bld,t_lyhend + t_nimetus
XXX-Subtel q FISH,XXX-Subtel q FISH,Kromosoomi pika õla subtelomeerne mikrodeletsioon (FISH),Kromosoomi pika õla subtelomeerne mikrodeltsioon (FISH),72652-1,Bld,t_lyhend
XXX-Subtel q FISH Kromosoomi pika õla subtelomeerne mikrodeletsioon (FISH),XXX-Subtel q FISH,Kromosoomi pika õla subtelomeerne mikrodeletsioon (FISH),Kromosoomi pika õla subtelomeerne mikrodeltsioon (FISH),72652-1,Bld,t_lyhend + t_nimetus
XXX-Suured batsillid,XXX-Suured batsillid,Suured batsillid,Suured batsillid,A-4468,,t_lyhend
XXX-Suured batsillid Suured batsillid,XXX-Suured batsillid,Suured batsillid,Suured batsillid,A-4468,,t_lyhend + t_nimetus
XXX-Ziehl-Neelsen-m,XXX-Ziehl-Neelsen-m,Mükobakterite mikroskoopia (Ziehl-Neelsen),Mükobakterite mikroskoopia (Ziehl-Neelsen),656-9,,t_lyhend
XXX-Ziehl-Neelsen-m Mükobakterite mikroskoopia (Ziehl-Neelsen),XXX-Ziehl-Neelsen-m,Mükobakterite mikroskoopia (Ziehl-Neelsen),Mükobakterite mikroskoopia (Ziehl-Neelsen),656-9,,t_lyhend + t_nimetus
XXX-Zika virus RNA,XXX-Zika virus RNA,Zika viiruse RNA,Zika viiruse RNA,79190-5,,t_lyhend
XXX-Zika virus RNA Zika viiruse RNA,XXX-Zika virus RNA,Zika viiruse RNA,Zika viiruse RNA,79190-5,,t_lyhend + t_nimetus
XXX-t(10;11) MLL/MLLT10 mRNA,XXX-t(10;11) MLL/MLLT10 mRNA,t(10;11) MLL/MLLT10 translokatsiooni mRNA,t(10;11) MLL/MLLT10 mRNA,62203-5,Bld,t_lyhend
XXX-t(10;11) MLL/MLLT10 mRNA t(10;11) MLL/MLLT10 translokatsiooni mRNA,XXX-t(10;11) MLL/MLLT10 mRNA,t(10;11) MLL/MLLT10 translokatsiooni mRNA,t(10;11) MLL/MLLT10 mRNA,62203-5,Bld,t_lyhend + t_nimetus
XXX-t(11;14) bcl-1 DNA,XXX-t(11;14) bcl-1 DNA,t(11;14) bcl-1 translokatsiooni DNA,t(11;14) bcl-1 DNA,21801-6,Bld,t_lyhend
XXX-t(11;14) bcl-1 DNA t(11;14) bcl-1 translokatsiooni DNA,XXX-t(11;14) bcl-1 DNA,t(11;14) bcl-1 translokatsiooni DNA,t(11;14) bcl-1 DNA,21801-6,Bld,t_lyhend + t_nimetus
XXX-t(11;14) CCND1/IGH FISH,XXX-t(11;14) CCND1/IGH FISH,t(11;14) CCND1/IGH translokatsioon (FISH),t(11;14) CCND1/IGH (FISH),72725-5,Bld,t_lyhend
XXX-t(11;14) CCND1/IGH FISH t(11;14) CCND1/IGH translokatsioon (FISH),XXX-t(11;14) CCND1/IGH FISH,t(11;14) CCND1/IGH translokatsioon (FISH),t(11;14) CCND1/IGH (FISH),72725-5,Bld,t_lyhend + t_nimetus
XXX-t(11;17) MLL/MLLT6 mRNA,XXX-t(11;17) MLL/MLLT6 mRNA,t(11;17) MLL/MLLT6 translokatsiooni mRNA,t(11;17) MLL/MLLT6 mRNA,70283-7,Bld,t_lyhend
XXX-t(11;17) MLL/MLLT6 mRNA t(11;17) MLL/MLLT6 translokatsiooni mRNA,XXX-t(11;17) MLL/MLLT6 mRNA,t(11;17) MLL/MLLT6 translokatsiooni mRNA,t(11;17) MLL/MLLT6 mRNA,70283-7,Bld,t_lyhend + t_nimetus
XXX-t(11;17) ZBTB16/RARa mRNA,XXX-t(11;17) ZBTB16/RARa mRNA,t(11;17) ZBTB16/RARa translokatsiooni mRNA,t(11;17) ZBTB16/RARa mRNA,70284-5,Bld,t_lyhend
XXX-t(11;17) ZBTB16/RARa mRNA t(11;17) ZBTB16/RARa translokatsiooni mRNA,XXX-t(11;17) ZBTB16/RARa mRNA,t(11;17) ZBTB16/RARa translokatsiooni mRNA,t(11;17) ZBTB16/RARa mRNA,70284-5,Bld,t_lyhend + t_nimetus
XXX-t(11;19) MLL/ELL mRNA,XXX-t(11;19) MLL/ELL mRNA,t(11;19) MLL/ELL translokatsiooni mRNA,t(11;19) MLL/ELL mRNA,70285-2,Bld,t_lyhend
XXX-t(11;19) MLL/ELL mRNA t(11;19) MLL/ELL translokatsiooni mRNA,XXX-t(11;19) MLL/ELL mRNA,t(11;19) MLL/ELL translokatsiooni mRNA,t(11;19) MLL/ELL mRNA,70285-2,Bld,t_lyhend + t_nimetus
XXX-t(11;19) MLL/MLLT1 mRNA,XXX-t(11;19) MLL/MLLT1 mRNA,t(11;19) MLL/MLLT1 translokatsiooni mRNA,t(11;19) MLL/MLLT1 mRNA,21802-4,Bld,t_lyhend
XXX-t(11;19) MLL/MLLT1 mRNA t(11;19) MLL/MLLT1 translokatsiooni mRNA,XXX-t(11;19) MLL/MLLT1 mRNA,t(11;19) MLL/MLLT1 translokatsiooni mRNA,t(11;19) MLL/MLLT1 mRNA,21802-4,Bld,t_lyhend + t_nimetus
XXX-t(1;11) MLL/EPS15 mRNA,XXX-t(1;11) MLL/EPS15 mRNA,t(1;11) MLL/EPS15 translokatsiooni mRNA,t(1;11) MLL/EPS15 mRNA,70276-1,Bld,t_lyhend
XXX-t(1;11) MLL/EPS15 mRNA t(1;11) MLL/EPS15 translokatsiooni mRNA,XXX-t(1;11) MLL/EPS15 mRNA,t(1;11) MLL/EPS15 translokatsiooni mRNA,t(1;11) MLL/EPS15 mRNA,70276-1,Bld,t_lyhend + t_nimetus
XXX-t(1;11) MLL/MLLT11 mRNA,XXX-t(1;11) MLL/MLLT11 mRNA,t(1;11) MLL/MLLT11 translokatsiooni mRNA,t(1;11) MLL/MLLT11 mRNA,A-2979,,t_lyhend
XXX-t(1;11) MLL/MLLT11 mRNA t(1;11) MLL/MLLT11 translokatsiooni mRNA,XXX-t(1;11) MLL/MLLT11 mRNA,t(1;11) MLL/MLLT11 translokatsiooni mRNA,t(1;11) MLL/MLLT11 mRNA,A-2979,,t_lyhend + t_nimetus
XXX-t(11;22) FLI1/EWSR1 FISH,XXX-t(11;22) FLI1/EWSR1 FISH,t(11;22) FLI1/EWSR1 translokatsioon (FISH),t(11;22) FLI1/EWSR1 (FISH),21803-2,Bld,t_lyhend
XXX-t(11;22) FLI1/EWSR1 FISH t(11;22) FLI1/EWSR1 translokatsioon (FISH),XXX-t(11;22) FLI1/EWSR1 FISH,t(11;22) FLI1/EWSR1 translokatsioon (FISH),t(11;22) FLI1/EWSR1 (FISH),21803-2,Bld,t_lyhend + t_nimetus
XXX-t(1;19) E2A/PBX1 mRNA %,XXX-t(1;19) E2A/PBX1 mRNA %,t(1;19) E2A/PBX1 translokatsiooni mRNA suhtarv,t(1;19) E2A/PBX1 mRNA %,72312-2,Bld,t_lyhend
XXX-t(1;19) E2A/PBX1 mRNA % t(1;19) E2A/PBX1 translokatsiooni mRNA suhtarv,XXX-t(1;19) E2A/PBX1 mRNA %,t(1;19) E2A/PBX1 translokatsiooni mRNA suhtarv,t(1;19) E2A/PBX1 mRNA %,72312-2,Bld,t_lyhend + t_nimetus
XXX-t(1;19) TCF3/PBX1 FISH,XXX-t(1;19) TCF3/PBX1 FISH,t(1;19) TCF3/PBX1 translokatsioon (FISH),t(1;19) TCF3/PBX1 (FISH),77030-5,Bld,t_lyhend
XXX-t(1;19) TCF3/PBX1 FISH t(1;19) TCF3/PBX1 translokatsioon (FISH),XXX-t(1;19) TCF3/PBX1 FISH,t(1;19) TCF3/PBX1 translokatsioon (FISH),t(1;19) TCF3/PBX1 (FISH),77030-5,Bld,t_lyhend + t_nimetus
XXX- t(1;19) TCF3/PBX1 mRNA,XXX- t(1;19) TCF3/PBX1 mRNA,t(1;19)TCF3/PBX1 translokatsiooni mRNA,t(1;19) TCF3/PBX1 mRNA,21800-8,Bld,t_lyhend
XXX- t(1;19) TCF3/PBX1 mRNA t(1;19)TCF3/PBX1 translokatsiooni mRNA,XXX- t(1;19) TCF3/PBX1 mRNA,t(1;19)TCF3/PBX1 translokatsiooni mRNA,t(1;19) TCF3/PBX1 mRNA,21800-8,Bld,t_lyhend + t_nimetus
XXX-t(12;21) ETV6/RUNX1 FISH,XXX-t(12;21) ETV6/RUNX1 FISH,t(12;21) ETV6/RUNX1 translokatsioon (FISH),t(12;21) ETV6/RUNX1 (FISH),77039-6,Bld,t_lyhend
XXX-t(12;21) ETV6/RUNX1 FISH t(12;21) ETV6/RUNX1 translokatsioon (FISH),XXX-t(12;21) ETV6/RUNX1 FISH,t(12;21) ETV6/RUNX1 translokatsioon (FISH),t(12;21) ETV6/RUNX1 (FISH),77039-6,Bld,t_lyhend + t_nimetus
XXX-t(12;21) ETV6/RUNX1 mRNA,XXX-t(12;21) ETV6/RUNX1 mRNA,t(12;21) ETV6/RUNX1 translokatsiooni mRNA,t(12;21) ETV6/RUNX1 mRNA,21806-5,Bld,t_lyhend
XXX-t(12;21) ETV6/RUNX1 mRNA t(12;21) ETV6/RUNX1 translokatsiooni mRNA,XXX-t(12;21) ETV6/RUNX1 mRNA,t(12;21) ETV6/RUNX1 translokatsiooni mRNA,t(12;21) ETV6/RUNX1 mRNA,21806-5,Bld,t_lyhend + t_nimetus
XXX-t(12;22) ETV6/MN1 mRNA,XXX-t(12;22) ETV6/MN1 mRNA,t(12;22) ETV6/MN1 translokatsiooni mRNA,t(12;22) ETV6/MN1 mRNA,70286-0,Bld,t_lyhend
XXX-t(12;22) ETV6/MN1 mRNA t(12;22) ETV6/MN1 translokatsiooni mRNA,XXX-t(12;22) ETV6/MN1 mRNA,t(12;22) ETV6/MN1 translokatsiooni mRNA,t(12;22) ETV6/MN1 mRNA,70286-0,Bld,t_lyhend + t_nimetus
XXX-t(14;16) MAF/IGH FISH,XXX-t(14;16) MAF/IGH FISH,t(14;16) MAF/IGH translokatsioon (FISH),t(14;16) MAF/IGH (FISH),77033-9,Bld,t_lyhend
XXX-t(14;16) MAF/IGH FISH t(14;16) MAF/IGH translokatsioon (FISH),XXX-t(14;16) MAF/IGH FISH,t(14;16) MAF/IGH translokatsioon (FISH),t(14;16) MAF/IGH (FISH),77033-9,Bld,t_lyhend + t_nimetus
XXX-t(14;18) bcl-2 DNA,XXX-t(14;18) bcl-2 DNA,t(14;18) bcl-2 translokatsiooni DNA,t(14;18) bcl-2 DNA,21809-9,Bld,t_lyhend
XXX-t(14;18) bcl-2 DNA t(14;18) bcl-2 translokatsiooni DNA,XXX-t(14;18) bcl-2 DNA,t(14;18) bcl-2 translokatsiooni DNA,t(14;18) bcl-2 DNA,21809-9,Bld,t_lyhend + t_nimetus
XXX-t(14;18) BCL2/IGH FISH,XXX-t(14;18) BCL2/IGH FISH,t(14;18) BCL2/IGH translokatsioon (FISH),t(14;18) BCL2/IGH (FISH),21808-1,Bld,t_lyhend
XXX-t(14;18) BCL2/IGH FISH t(14;18) BCL2/IGH translokatsioon (FISH),XXX-t(14;18) BCL2/IGH FISH,t(14;18) BCL2/IGH translokatsioon (FISH),t(14;18) BCL2/IGH (FISH),21808-1,Bld,t_lyhend + t_nimetus
XXX-t(14;20) MAFB/IGH FISH,XXX-t(14;20) MAFB/IGH FISH,t(14;20) MAFB/IGH translokatsioon luuüdist  (FISH),t(14;20) MAFB/IGH luuüdist (FISH),A-4552,,t_lyhend
XXX-t(14;20) MAFB/IGH FISH t(14;20) MAFB/IGH translokatsioon luuüdist  (FISH),XXX-t(14;20) MAFB/IGH FISH,t(14;20) MAFB/IGH translokatsioon luuüdist  (FISH),t(14;20) MAFB/IGH luuüdist (FISH),A-4552,,t_lyhend + t_nimetus
XXX-t(15;17) PML/RARa (bcr1) mRNA,XXX-t(15;17) PML/RARa (bcr1) mRNA,t(15;17) PML/RARa (bcr1) translokatsiooni mRNA,t(15;17) PML/RARa (bcr1) mRNA,21551-7,Bld,t_lyhend
XXX-t(15;17) PML/RARa (bcr1) mRNA t(15;17) PML/RARa (bcr1) translokatsiooni mRNA,XXX-t(15;17) PML/RARa (bcr1) mRNA,t(15;17) PML/RARa (bcr1) translokatsiooni mRNA,t(15;17) PML/RARa (bcr1) mRNA,21551-7,Bld,t_lyhend + t_nimetus
XXX-t(15;17) PML/RARa (bcr2) mRNA,XXX-t(15;17) PML/RARa (bcr2) mRNA,t(15;17) PML/RARa (bcr2) translokatsiooni mRNA,t(15;17) PML/RARa (bcr2) mRNA,60588-1,Bld,t_lyhend
XXX-t(15;17) PML/RARa (bcr2) mRNA t(15;17) PML/RARa (bcr2) translokatsiooni mRNA,XXX-t(15;17) PML/RARa (bcr2) mRNA,t(15;17) PML/RARa (bcr2) translokatsiooni mRNA,t(15;17) PML/RARa (bcr2) mRNA,60588-1,Bld,t_lyhend + t_nimetus
XXX-t(15;17) PML/RARa (bcr3) mRNA,XXX-t(15;17) PML/RARa (bcr3) mRNA,t(15;17) PML/RARa (bcr3) translokatsiooni mRNA,t(15;17) PML/RARa (bcr3) mRNA,A-3554,,t_lyhend
XXX-t(15;17) PML/RARa (bcr3) mRNA t(15;17) PML/RARa (bcr3) translokatsiooni mRNA,XXX-t(15;17) PML/RARa (bcr3) mRNA,t(15;17) PML/RARa (bcr3) translokatsiooni mRNA,t(15;17) PML/RARa (bcr3) mRNA,A-3554,,t_lyhend + t_nimetus
XXX-t(16;21) FUS/ERG mRNA,XXX-t(16;21) FUS/ERG mRNA,t(16;21) FUS/ERG  translokatsiooni mRNA,t(16;21) FUS/ERG mRNA,70287-8,Bld,t_lyhend
XXX-t(16;21) FUS/ERG mRNA t(16;21) FUS/ERG  translokatsiooni mRNA,XXX-t(16;21) FUS/ERG mRNA,t(16;21) FUS/ERG  translokatsiooni mRNA,t(16;21) FUS/ERG mRNA,70287-8,Bld,t_lyhend + t_nimetus
XXX-t(17;19) TCF3/HLF mRNA,XXX-t(17;19) TCF3/HLF mRNA,t(17;19) TCF3/HLF translokatsiooni mRNA,t(17;19) TCF3/HLF mRNA,70288-6,Bld,t_lyhend
XXX-t(17;19) TCF3/HLF mRNA t(17;19) TCF3/HLF translokatsiooni mRNA,XXX-t(17;19) TCF3/HLF mRNA,t(17;19) TCF3/HLF translokatsiooni mRNA,t(17;19) TCF3/HLF mRNA,70288-6,Bld,t_lyhend + t_nimetus
XXX-t(3;21) RUNX1/MDS1-EVI1 mRNA,XXX-t(3;21) RUNX1/MDS1-EVI1 mRNA,t(3;21) RUNX1/MDS1-EVI1 translokatsiooni mRNA,t(3;21) RUNX1/MDS1-EVI1 mRNA,A-2980,,t_lyhend
XXX-t(3;21) RUNX1/MDS1-EVI1 mRNA t(3;21) RUNX1/MDS1-EVI1 translokatsiooni mRNA,XXX-t(3;21) RUNX1/MDS1-EVI1 mRNA,t(3;21) RUNX1/MDS1-EVI1 translokatsiooni mRNA,t(3;21) RUNX1/MDS1-EVI1 mRNA,A-2980,,t_lyhend + t_nimetus
XXX-t(3;21) RUNX1/MECOM mRNA,XXX-t(3;21) RUNX1/MECOM mRNA,t(3;21) RUNX1/MECOM translokatsiooni mRNA,t(3;21) RUNX1/MECOM mRNA,70278-7,Bld,t_lyhend
XXX-t(3;21) RUNX1/MECOM mRNA t(3;21) RUNX1/MECOM translokatsiooni mRNA,XXX-t(3;21) RUNX1/MECOM mRNA,t(3;21) RUNX1/MECOM translokatsiooni mRNA,t(3;21) RUNX1/MECOM mRNA,70278-7,Bld,t_lyhend + t_nimetus
XXX-t(3;21) RUNX1/RPL22P1 mRNA,XXX-t(3;21) RUNX1/RPL22P1 mRNA,t(3;21) RUNX1/RPL22P1 translokatsiooni mRNA,t(3;21) RUNX1/RPL22P1 mRNA,A-1220,,t_lyhend
XXX-t(3;21) RUNX1/RPL22P1 mRNA t(3;21) RUNX1/RPL22P1 translokatsiooni mRNA,XXX-t(3;21) RUNX1/RPL22P1 mRNA,t(3;21) RUNX1/RPL22P1 translokatsiooni mRNA,t(3;21) RUNX1/RPL22P1 mRNA,A-1220,,t_lyhend + t_nimetus
XXX- t(3;5) NPM/MLF1 mRNA,XXX- t(3;5) NPM/MLF1 mRNA,t(3;5) NPM/MLF1 translokatsiooni mRNA,t(3;5) NPM/MLF1 mRNA,70277-9,Bld,t_lyhend
XXX- t(3;5) NPM/MLF1 mRNA t(3;5) NPM/MLF1 translokatsiooni mRNA,XXX- t(3;5) NPM/MLF1 mRNA,t(3;5) NPM/MLF1 translokatsiooni mRNA,t(3;5) NPM/MLF1 mRNA,70277-9,Bld,t_lyhend + t_nimetus
XXX-t(4;11) MLL/AFF1 mRNA,XXX-t(4;11) MLL/AFF1 mRNA,t(4;11) MLL/AFF1 translokatsiooni mRNA,t(4;11) MLL/AFF1 mRNA,21815-6,Bld,t_lyhend
XXX-t(4;11) MLL/AFF1 mRNA %,XXX-t(4;11) MLL/AFF1 mRNA %,t(4;11) MLL/AFF1 translokatsiooni mRNA suhtarv,t(4;11) MLL/AFF1 mRNA %,72313-0,Bld,t_lyhend
XXX-t(4;11) MLL/AFF1 mRNA t(4;11) MLL/AFF1 translokatsiooni mRNA,XXX-t(4;11) MLL/AFF1 mRNA,t(4;11) MLL/AFF1 translokatsiooni mRNA,t(4;11) MLL/AFF1 mRNA,21815-6,Bld,t_lyhend + t_nimetus
XXX-t(4;11) MLL/AFF1 mRNA % t(4;11) MLL/AFF1 translokatsiooni mRNA suhtarv,XXX-t(4;11) MLL/AFF1 mRNA %,t(4;11) MLL/AFF1 translokatsiooni mRNA suhtarv,t(4;11) MLL/AFF1 mRNA %,72313-0,Bld,t_lyhend + t_nimetus
XXX-t(4;14) FGFR3/IGH FISH,XXX-t(4;14) FGFR3/IGH FISH,t(4;14) FGFR3/IGH translokatsioon (FISH),t(4;14) FGFR3/IGH (FISH),72726-3,Bld,t_lyhend
