analysis_name,parameter_name,parameter_code,unit,analyte,property,system,time_aspect,scale
Immuunuuringud,S-Digox(Digoksiin),10476,ng/ml,,,Ser/Plas,Pt,Qn
Valkude fraktsioonid seerumis,b1 globuliin,S-Prot-Fr,g/l,,,Ser/Plas,Pt,Qn
Välisanalüüsid,S-aTPO(Türeoidperoksüdaasi vastased antikehad),10005,,,,Ser/Plas,Pt,Qn
Välisanalüüsid,S-CT(Kaltsitoniin),10003,,,,Ser/Plas,Pt,Qn
Kliinilise keemia uuringud,S-Bi(Bilirubiin üldine),112,µmol/l,Bil,SCnc,Ser/Plas,Pt,Qn
Immuunmeetoditel põhinevad uuringud,S-fT(Vaba türoksiin),780,pmol/l,,,Ser/Plas,Pt,Qn
Süsteemsete sidekoehaigustega seotud IgG seerumis,SS-A/<ANONYM> vastane IgG seerumis,S-ENA_(panel),-,,,Ser/Plas,Pt,Qn
Autoimmuundiagnostika,S-AMPA2 Ig,147140,,,,Ser/Plas,Pt,Qn
Protrombiini indeks,Protrombiini indeks INR,P-_INR,-,INR,RelTime,Ser/Plas,Pt,Qn
Inhaleeritud allergeenispetsiifilised IgE antikehad seerumis,Erinevad heinataimed,S-_Inhal_allerg._IgE,IU/ml,,,Ser/Plas,Pt,Qn
Biokeemia analüüs,S-a2-gl Alfa-2 globuliinid,,,,,Ser/Plas,Pt,Qn
Immuunuuringud,S-Ig(Immunoglobuliin E seerumis),10782,IU/ml,,,Ser/Plas,Pt,Qn
20 toiduallergeeni,apelsin,S-Food_IgE,-,,,Ser/Plas,Pt,Qn
Kliinilise keemia uuringud,S-C(Kloriid),127,mmol/l,Cl,SCnc,Ser/Plas,Pt,Qn
Immuunmeetoditel uuringud,S-HSV1-M / Lihtherpeseviiruse 1.tüübi vastane IgM seerumis,,,,,Ser/Plas,Pt,Qn
Borellia burgdorferi antikehad,S-Borr- IgM (seerumist),S;CSF--Borellia_antikehad,-,,,Ser/Plas,Pt,Qn
20 toiduallergeeni,nisujahu,S-Food_IgE,-,,,Ser/Plas,Pt,Qn
Kliinilise keemia uuringud,S-Bil-conj(Konjugeeritud bilirubiin seerumis),113,µmol/l,Bil_conj,SCnc,Ser/Plas,Pt,Qn
Vaba prostataspetsiifiline antigeen,Vaba PSA,S-fPSA,ug/L,,,Ser/Plas,Pt,Qn
Spetsiifiline IgE üksikallergeeni suhtes,IgE E2 (koera epiteel),S-E2_IgE,kIU/l,,,Ser/Plas,Pt,Qn
Immuunmeetoditel uuringud,S-BorG-WB /Borrelia burgdorferi vast IgG seerumis (kinnitav),,,,,Ser/Plas,Pt,Qn
Hematoloogilised ja uriini uuringud,P-LCR(P-LCR),11122,%,LCR,NFr,Ser/Plas,Pt,Qn
Kliinilise keemia uuringud,S-F(Raud),10337,mmol/l,Fe,SCnc,Ser/Plas,Pt,Qn
Immuunmeetoditel põhinevad uuringud,S-Prog(Progesteroon),782,nmol/l,,,Ser/Plas,Pt,Qn
Süsteemse skleroosi antigeenide vastane IgG seerumis,NOR90 vastane IgG seerumis,S-S_sclerosis_(panel),-,,,Ser/Plas,Pt,Qn
Punktaadi analüüs,S-LDH seerumis,S-LDHseerumis,,LDH,unknown,Ser/Plas,Pt,Qn
Kliinilise keemia uuringud,S-CK(Kreatiini kinaas),139,U/l,CK,CCnc,Ser/Plas,Pt,Qn
Kõrge tihedusega lipoproteiini kolesterool,,S-HDL,mmol/L,HDL,SCnc,Ser/Plas,Pt,Qn
Süsteemse skleroosi antigeenide vastane IgG seerumis,RP11 vastane IgG seerumis,S-S_sclerosis_(panel),-,,,Ser/Plas,Pt,Qn
Biokeemia labor,S-CK-MB,10509,,,,Ser/Plas,Pt,Qn
Ekstraheeritavate tuumaantigeenide vastane Ig G,S- Jo-1 IgG,S-ENA_IgG_paneel,U/mL,,,Ser/Plas,Pt,Qn
Valkude fraktsioonid seerumis elektroforeetiliselt,a2 globuliin,S-Prot-fr,-,,,Ser/Plas,Pt,Qn
Immunoloogilised uuringud,S-CA 125,2470,kU/l,,,Ser/Plas,Pt,Qn
Hematoloogilised ja uriini uuringud,P-LC(P-LCR),11122,%,LCR,NFr,Ser/Plas,Pt,Qn
Välisanalüüsid,S-IGFBP-3(Insuliinisarnanest kasvufaktorit siduv proteiin 3),10036,,,,Ser/Plas,Pt,Qn
Immuunmeetoditel uuringud,S-GBM IgG / Glomeeruli basaalmembraani vastane IgG seerumis,S-GBMIgG/GlomeerulibasaalmembraanivastaneIgGseerumis,,,,Ser/Plas,Pt,Qn
20 inhalatsiooniallergeeni,jänes,S-inhal.IgE,-,,,Ser/Plas,Pt,Qn
Valkude fraktsioonid seerumis elektroforeetiliselt,a1 globuliin,S-Prot-fr,g/L,,,Ser/Plas,Pt,Qn
Biokeemilised uuringud,S-Na 3,81,mmol/l,Na,SCnc,Ser/Plas,Pt,Qn
Hüübimissüsteemi uuringud,P-PC(Proteiin C),147187,%,,,Ser/Plas,Pt,Qn
Kliinilise keemia uuringud,S-CRP 13(C-reaktiivne valk),1097,mg/l,CRP,MCnc,Ser/Plas,Pt,Qn
Tuumaantigeenide vastased antikehad,S-Scl-70,S-ENA-paneel,<ANONYM> unit,,,Ser/Plas,Pt,Qn
"Allergiapaneel, spetsiifiliste IgE tüüpi antikehade määramine (immunoblot), vereseerumist",Hobune,S-IgE-Spec-1,-,,,Ser/Plas,Pt,Qn
Immuunmeetoditel uuringud,P-CgA / Kromograniin A (CgA),P-CgA/KromograniinA(CgA),,,,Ser/Plas,Pt,Qn
Biokeemilised uuringud,S-GGT,96,U/l,GGT,CCnc,Ser/Plas,Pt,Qn
IgG indeks seljaajuvedelikus ja seerumis,S-Alb,CSF-IgG-ind,g/L,Alb,MCnc,Ser/Plas,Pt,Qn
Inhaleeritud allergeenispetsiifilised IgE antikehad seerumis,Alternaria Alternata,S-_Inhal_allerg._IgE,IU/ml,,,Ser/Plas,Pt,Qn
Biokeemia analüüs,S-IgG-L IgG lambda,,,,,Ser/Plas,Pt,Qn
Aldosteroon seerumis,S-Aldo,S-Aldo,pmol/L,,,Ser/Plas,Pt,Qn
Biokeemia analüüs,S-CK (kreatiniini kinaas),,,CK,CCnc,Ser/Plas,Pt,Qn
"Maksa autoimmuunhaigustega seotud IgA, IgM, IgG seerumis",LKMA IgAMG,S-Liver_IgAMG,-,,,Ser/Plas,Pt,Qn
"Allergiapaneel, spetsiifiliste IgE tüüpi antikehade määramine (immunoblot), vereseerumist",Munavalge,S-IgE-Spec-1,-,,,Ser/Plas,Pt,Qn
Transferiin,S-Trf,S-Trf,g/l,Transf,MCnc,Ser/Plas,Pt,Qn
Borellia burgdorferi antikehad,S-Borr-IgG (seerumist),S;CSF--Borellia_antikehad,-,,,Ser/Plas,Pt,Qn
Hemostasiogramm,P-vWF - von Willebrand'i faktor,,,,,Ser/Plas,Pt,Qn
Triglütseriidid,S-Trigl,S-Trigl,mmol/L,Trigl,SCnc,Ser/Plas,Pt,Qn
Immuunmeetoditel põhinevad uuringud,S-Pro(Prolaktiin),824,mU/l,,,Ser/Plas,Pt,Qn
Kliinilise keemia uuringud,S-hsCRP(Kõrgtundlik C-reaktiivne valk),71934,mg/l,,,Ser/Plas,Pt,Qn
C-reaktiivne valk,S-CRP,S-CRP,mg/L,CRP,MCnc,Ser/Plas,Pt,Qn
Allergeenspetsiifilised IgE antikehad seerumis,Apelsin,S-Toidu_allerg._IgE,IU/ml,,,Ser/Plas,Pt,Qn
Immuunmeetoditel uuringud,S-CMV IgG / Tsütomegaloviiruse vastane IgG seerumis,,,,,Ser/Plas,Pt,Qn
Immuunmeetoditel põhinevad uuringud,S-CA-19-9(Kasvaja antigeen CA 19-9),792,U/ml,,,Ser/Plas,Pt,Qn
Kliinilise keemia uuringud,P-FiD( D-dimeerid plasmas),10502,ng/ml,,,Ser/Plas,Pt,Qn
Autoimmuundiagnostika,S-Caspr2 Ig,147141,,,,Ser/Plas,Pt,Qn
Põletikulise soolehaiguse autoantikehad seerumist,pANCA,S-aColon-IF,-,,,Ser/Plas,Pt,Qn
Kliinilise keemia uuringud,S-Amyl(Amülaas seerumis),10505,U/l,Amyl,CCnc,Ser/Plas,Pt,Qn
protrombiini aktiivsus ja INR,INR,P-PT,-,INR,RelTime,Ser/Plas,Pt,Qn
Immuunmeetoditel uuringud,S-tTG IgA / Koe transglutaminaasi vastane IgA seerumis,S-tTGIgA/KoetransglutaminaasivastaneIgAseerumis,,,,Ser/Plas,Pt,Qn
Kliinilise keemia uuringud,S-Alb 1(Albumiin),107,g/l,Alb,MCnc,Ser/Plas,Pt,Qn
Biokeemilised uuringud,S-Al(Albumiin),80,g/l,Alb,MCnc,Ser/Plas,Pt,Qn
Tuumaantigeenide vastased antikehad,S-aSm,S-aENA-paneel,<ANONYM> ühik,,,Ser/Plas,Pt,Qn
Biokeemilised uuringud,S-P(Fosfaat seerumis),664,mmol/l,P,SCnc,Ser/Plas,Pt,Qn
Neutrofiilide tsütoplasma antikehade paneel,Elastaasi vastased antikehad,S-aNCA_paneel,-,,,Ser/Plas,Pt,Qn
Reumatoidfaktor,S-RF,S-RF,IU/ml,RF,ACnc,Ser/Plas,Pt,Qn
Immuunmeetoditel uuringud,S-TPHA,S-TPHA,,,,Ser/Plas,Pt,Qn
Kasvajaantigeen HE4 seerumis,CA125,S-HE4,U/ml,,,Ser/Plas,Pt,Qn
"Allergiapaneel, spetsiifiliste IgE tüüpi antikehade määramine (immunoblot), vereseerumist",Kreeka pähkel,S-IgE-Spec-3,-,,,Ser/Plas,Pt,Qn
Immuunuuringud,S-CA 15-3(Kasvaja-antigeen CA 15-3),10393,U/ml,,,Ser/Plas,Pt,Qn
Süsteemse skleroosi antigeenide vastane IgG seerumis,PDGFR vastane IgG seerumis,S-S_sclerosis_(panel),-,,,Ser/Plas,Pt,Qn
Raud seerumis,Ferrum,S-Fe,µmol/L,Fe,SCnc,Ser/Plas,Pt,Qn
"Allergiapaneel, spetsiifiliste IgE tüüpi antikehade määramine (immunoblot), vereseerumist",Alternaria alternata,S-IgE-Spec-3,-,,,Ser/Plas,Pt,Qn
Naatrium,P-Na,P-Na,mmol/L,Na,SCnc,Ser/Plas,Pt,Qn
Kliinilise keemia uuringud,S-AST(Aspartaadi aminotransferaas),121,U/l,ASAT,CCnc,Ser/Plas,Pt,Qn
Valkude fraktsioonid seerumis elektroforeetiliselt,Albumiin,S-Prot-fr,g/L,Alb,MCnc,Ser/Plas,Pt,Qn
Kliinilise keemia uuringud,S-Amy(Alfa-amülaas),153,U/l,Amyl,CCnc,Ser/Plas,Pt,Qn
Biokeemia analüüs,S-Amyl (amülaas),S-Amyl(amülaas),,Amyl,CCnc,Ser/Plas,Pt,Qn
Välisanalüüsid,"S-Ca-Ion(Kaltsium,ioniseeritud,seerumis)",10608,,iCa,SCnc,Ser/Plas,Pt,Qn
Immuunmeetoditel uuringud,"S-ACLA / Kardiolipiini vastane IgA, IgM, IgG seerumis","S-ACLA/KardiolipiinivastaneIgA,IgM,IgGseerumis",,,,Ser/Plas,Pt,Qn
Tuumaantigeenide vastased antikehad,S-U1RNP,S-ENA-paneel,<ANONYM> unit,,,Ser/Plas,Pt,Qn
Välisanalüüsid,S-CCP Ig(Tsüklilise tsitrulleeritud peptiidi vastane IgG),10249,,,,Ser/Plas,Pt,Qn
Immuunmeetoditel uuringud,S-PR-3Ab / Proteinaas 3 vastane IgG seerumis,S-PR-3Ab/Proteinaas3vastaneIgGseerumis,,,,Ser/Plas,Pt,Qn
Biokeemia analüüs,S-fK/S-fL (Kappa ja Lambda vabade kergahelate suhe),S-fK/S-fL(KappajaLambdavabadekergahelatesuhe),,,,Ser/Plas,Pt,Qn
Kliinilise keemia uuringud,S-CRP(C-reaktiivne valk seerumis),1097,mg/l,CRP,MCnc,Ser/Plas,Pt,Qn
Kliinilise keemia uuringud,S-Prot 1(Üldvalk),109,g/l,Prot,MCnc,Ser/Plas,Pt,Qn
Laboratoorne hematoloogia,P-LCR,65,%,LCR,NFr,Ser/Plas,Pt,Qn
Allergeenide paneelid,<ANONYM> (W6),S-Mix_IgE,-,,,Ser/Plas,Pt,Qn
Kartsinoembrüonaalne antigeen seerumis,S1-CEA,S1-CEA,ug/L,,,Ser/Plas,Pt,Qn
20 toiduallergeeni,munakollane,S-Food_IgE,-,,,Ser/Plas,Pt,Qn
Biokeemilised uuringud,S-Ca,402,mmol/l,Ca,SCnc,Ser/Plas,Pt,Qn
Protrombiini aeg plasmas (INR),Protrombiini suhe,P-PT-INR,%,INR,RelTime,Ser/Plas,Pt,Qn
Biokeemia analüüs,S-VitD(25-OH) vitamiin D (25-OH) seerumis,,,,,Ser/Plas,Pt,Qn
Borellia burgdorferi antikehad,S-Borr-IgM quantitatiivne,S;CSF--Borellia_antikehad,RU/ml,,,Ser/Plas,Pt,Qn
Allergeenspetsiifilised IgE antikehad seerumis,Kaseiin,S-Toidu_allerg._IgE,IU/ml,,,Ser/Plas,Pt,Qn
Immuunmeetoditel põhinevad uuringud,S-E2(Östradiool),784,pmol/l,,,Ser/Plas,Pt,Qn
Biokeemia labor,S- HIV,10523,,,,Ser/Plas,Pt,Qn
Kliinilise keemia uuringud,S-K 8(Kaalium),1138,mmol/l,K,SCnc,Ser/Plas,Pt,Qn
Biokeemia analüüs,S-IgM (immuunglobuliin M),,,IgM,MCnc,Ser/Plas,Pt,Qn
Biokeemia analüüs,S-fKappa (K - vabad kerged ahelad),,,,,Ser/Plas,Pt,Qn
Hematoloogilised uuringud,P-LCR,693,%,LCR,NFr,Ser/Plas,Pt,Qn
Kaltsium seerumis,,S-Ca,mmol/L,Ca,SCnc,Ser/Plas,Pt,Qn
Biokeemia labor,S-LDHüdrogenaas,10478,U/l,LDH,CCnc,Ser/Plas,Pt,Qn
Kusihape,P-UA,P-UA,umol/L,UA,SCnc,Ser/Plas,Pt,Qn
Immuunmeetoditel uuringud,"S-p,cANCA/Neutrofiilide tsütoplasma vastane IgG seerumis","S-p,cANCA/NeutrofiilidetsütoplasmavastaneIgGseerumis",,,,Ser/Plas,Pt,Qn
Valkude fraktsioonid seerumis elektroforeetiliselt,Albumiin,S-Prot-fr,-,Alb,MCnc,Ser/Plas,Pt,Qn
Välisanalüüsid,S-CCP IgG(Tsüklilise tsitrulleeritud peptiidi vastane IgG),10249,,,,Ser/Plas,Pt,Qn
Süsteemse skleroosi antigeenide vastane IgG seerumis,Fibrillarini vastane IgG seerumis,S-S_sclerosis_(panel),-,,,Ser/Plas,Pt,Qn
Allergeenide paneelid,Derm. pteronyssinus (D1),S-Mix_IgE,-,,,Ser/Plas,Pt,Qn
Biokeemia labor,S-Gluc,10452,mmol/l,Gluc,SCnc,Ser/Plas,Pt,Qn
Vaba türoksiin seerumis,S-fT4,S-fT4,pmol/l,,,Ser/Plas,Pt,Qn
Hüübimissüsteemi uuringud,INR (teraap.piir 2-3),P-PT,-,INR,RelTime,Ser/Plas,Pt,Qn
"Allergiapaneel, spetsiifiliste IgE antikehade määramine (immunoblot), vereseerumist",Kartul,S-IgE-Spec-3,-,,,Ser/Plas,Pt,Qn
Autoimmuunsete müosiitidega seotud IgG seerumis,EJ (glütsüül-tRNA-süntetaas) vastane IgG seerumis,S-Myositis_(panel),-,,,Ser/Plas,Pt,Qn
Raud seerumis,S-Fe,S-Fe,µmol/L,Fe,SCnc,Ser/Plas,Pt,Qn
Immuunmeetoditel põhinevad uuringud,S-Ig(Immuunglobuliin E),809,kU/l,,,Ser/Plas,Pt,Qn
Kliinilise keemia uuringud,S-AL(Aluseline fosfataas),120,U/l,,,Ser/Plas,Pt,Qn
Mycoplasma pneumoniae vastased IgG antikehad,Tõlgendus,S-aMypnG,EIU,,,Ser/Plas,Pt,Qn
ALP-isoensüümid,soole 1,S-ALP-i,U/L,,,Ser/Plas,Pt,Qn
Immuunmeetoditel uuringud,S-CMV IgG / Tsütomegaloviiruse vastane IgG seerumis,S-CMVIgG/TsütomegaloviirusevastaneIgGseerumis,,,,Ser/Plas,Pt,Qn
Biokeemia analüüs,S-PreAlb (prealbumiin),,,,,Ser/Plas,Pt,Qn
Neutrofiilide tsütoplasma vastane IgG seerumis,Formaliinresistentne perinukleaarne neutrofiilide tsütoplasma vastane IgG seerumis,S-ANCA_IgG,-,,,Ser/Plas,Pt,Qn
Kliinilise keemia uuringud,S-CRP 12(C-reaktiivne valk),1097,mg/l,CRP,MCnc,Ser/Plas,Pt,Qn
Kliinilise keemia uuringud,S-AL(Alaniini aminotransferaas),10300,U/l,ALAT,CCnc,Ser/Plas,Pt,Qn
Transferriini saturatsioon seerumis,,S-TransfS,g/L,,,Ser/Plas,Pt,Qn
Autoimmuunsete müosiitidega seotud IgG seerumis,Ku vastane IgG seerumis,S-Myositis_(panel),-,,,Ser/Plas,Pt,Qn
Allergeenspetsiifilised IgE antikehad,Maapähkel,S-Toidu-IgE-(20),-,,,Ser/Plas,Pt,Qn
Aldosteroon seerumis,<ANONYM>/Reniin,S-Aldo,-,,,Ser/Plas,Pt,Qn
Välisanalüüsid,S-B pertussis Ig(Bordetella pertussise vastane IgG),10007,,,,Ser/Plas,Pt,Qn
Kaltsium (ioniseeritud) seerumis,tegelik,S-iCa,mmol/l,iCa,SCnc,Ser/Plas,Pt,Qn
Biokeemia analüüs,S-Prot-Fr (valkude fraktsioonid elektroforeetiliselt),,,,,Ser/Plas,Pt,Qn
Hüübimise uuringud,P-AT III(PERH hüübimine Antitrombiin III),1715,%,,,Ser/Plas,Pt,Qn
Allergeenspetsiifiline ja inhaleeritavate allergeenspetsiifilised IgE antikehad seerumis,Alternaria Alternata,S-Segatüüpi_allerg.IgE,IU/ml,,,Ser/Plas,Pt,Qn
Biokeemia analüüs,S-a2-gl Alfa-2 globuliinid,S-a2-glAlfa-2globuliinid,,,,Ser/Plas,Pt,Qn
Biokeemia analüüs,S-ALAT (alaniini aminotransferaas),S-ALAT(alaniiniaminotransferaas),,ALAT,CCnc,Ser/Plas,Pt,Qn
Immuunmeetoditel põhinevad uuringud,P-BN(B-tüüpi N-terminaalne natriureetiline peptiid),1567,pg/ml,,,Ser/Plas,Pt,Qn
Biokeemilised uuringud,S-Urea(Uurea seerumis),45,mmol/l,Urea,SCnc,Ser/Plas,Pt,Qn
Immuunmeetoditel uuringud,S-HSV1-M / Lihtherpeseviiruse 1.tüübi vastane IgM seerumis,S-HSV1-M/Lihtherpeseviiruse1.tüübivastaneIgMseerumis,,,,Ser/Plas,Pt,Qn
Kliinilise keemia uuringud,S-Cer(Tseruloplasmiin),147319,g/l,,,Ser/Plas,Pt,Qn
Koorioni gonadotropiin,S-hCG,S-hCG,IU/L,,,Ser/Plas,Pt,Qn
Inhaleeritud allergeenide vastased antikehad,Kassiepit,S-Inhal-IgE-(20),-,,,Ser/Plas,Pt,Qn
Maksa autoimmuunhaigustega seotud IgG seerumis,<ANONYM> tsütosoolse antigeeni 1 vastane IgG seerumis,S-Liver_(panel),-,,,Ser/Plas,Pt,Qn
20 inhalatsiooniallergeeni,Cladosp.herbatum,S-inhal.IgE,-,,,Ser/Plas,Pt,Qn
Tuumavastased antikehad,<ANONYM> (antinukleaarsed Ak-d),S-aNA,-,,,Ser/Plas,Pt,Qn
Koe transglutaminaasi vastased IgA antikehad,Koe transglutaminaasi vastased IgG antikehad,S-atTG-A,U/ml,,,Ser/Plas,Pt,Qn
Immuunmeetoditel põhinevad uuringud,S-TG(Türeoglobuliin),147314,ng/ml,,,Ser/Plas,Pt,Qn
Immuunmeetoditel põhinevad uuringud,S-Ins(Insuliin),147179,mIU/l,,,Ser/Plas,Pt,Qn
Hüübimissüsteemi uuringud,P-APT(Aktiveeritud partsiaalse tromboplastiini aeg),819,s,,,Ser/Plas,Pt,Qn
Allergeenspetsiifilised IgE antikehad,Tomat,S-Toidu-IgE-(20),-,,,Ser/Plas,Pt,Qn
Inhaleeritud allergeenispetsiifilised IgE antikehad seerumis,Aspergillus fumigatus,S-_Inhal_allerg._IgE,IU/ml,,,Ser/Plas,Pt,Qn
Kliinilise keemia uuringud,S-Prot 4(Üldvalk),109,g/l,Prot,MCnc,Ser/Plas,Pt,Qn
Süsteemse skleroosi antigeenide vastane IgG seerumis,PMScl100 vastane IgG seerumis,S-S_sclerosis_(panel),-,,,Ser/Plas,Pt,Qn
Kliinilise keemia uuringud,S-K(Kaalium seerumis),10512,mmol/l,K,SCnc,Ser/Plas,Pt,Qn
Valkude fraktsioonid seerumis elektroforeetiliselt,g-globuliin,S-Prot-Fr,.,,,Ser/Plas,Pt,Qn
Valkude fraktsioonid seerumis elektroforeetiliselt,gammaglobuliinid,S-Prot-fr,g/l,,,Ser/Plas,Pt,Qn
Immuunmeetoditel põhinevad uuringud,S-CK-MB(Kreatiini kinaasi MB isoensüüm),811,ng/ml,,,Ser/Plas,Pt,Qn
LTKH allhanked,"S-LKMA(3. Maksa, neeru mikrosoomidevastased autoantikehad)",1397,,,,Ser/Plas,Pt,Qn
Kliinilise keemia uuringud,S-Lac(Laktaat seerumist),70401,mmol/l,,,Ser/Plas,Pt,Qn
Immuunmeetoditel uuringud,S-EMA IgA / Endomüüsiumivastane IgA seerumis,S-EMAIgA/EndomüüsiumivastaneIgAseerumis,,,,Ser/Plas,Pt,Qn
Biokeemia analüüs,S-a1-gl Alfa-1 globuliinid,,,,,Ser/Plas,Pt,Qn
Immuunmeetoditel põhinevad uuringud,S-Fer(Ferritiin),799,µg/l,,,Ser/Plas,Pt,Qn
C-reaktiivne valk,S-CRP,S-CRP,mg/l,CRP,MCnc,Ser/Plas,Pt,Qn
Biokeemia analüüs,S-Alb-el Albumiinid (elektroforeesil),,,Alb,MCnc,Ser/Plas,Pt,Qn
"Allergiapaneel, spetsiifiliste IgE tüüpi antikehade määramine (immunoblot), vereseerumist",Sarapuupähkel,S-IgE-Spec-2,IU/ml=EASTklass,,,Ser/Plas,Pt,Qn
Hüübimissüsteemi uuringud,"Protrom.aeg (teraap.piir 0,8-1,2 s)",P-PT,s,,,Ser/Plas,Pt,Qn
IgG indeks seljaajuvedelikus ja seerumis,CSF-/S-Alb suhe,CSF-IgG-ind,-,,,Ser/Plas,Pt,Qn
Kliinilise keemia uuringud,S-F(Raud),71892,µmol/l,Fe,SCnc,Ser/Plas,Pt,Qn
Epstein-Barri viiruse IgG antikehad,EBV VCAp18 IgG,S-EBV-IgG,-,,,Ser/Plas,Pt,Qn
Immuunuuringud,S-PSA(Prostataspetsiifiline antigeen),10775,ng/ml,,,Ser/Plas,Pt,Qn
Kliinilise keemia uuringud,S-K 3(Kaalium),1138,mmol/l,K,SCnc,Ser/Plas,Pt,Qn
Chlamydophila pneumoniae vastane IgM seerumis,Tõlgendus,S-C_pneumoniae_IgM,-,,,Ser/Plas,Pt,Qn
Kliinilise keemia uuringud,S-K 9(Kaalium),1138,mmol/l,K,SCnc,Ser/Plas,Pt,Qn
Biokeemia analüüs,S-MeOH metanool veres,S-MeOHmetanoolveres,,,,Ser/Plas,Pt,Qn
Biokeemilised uuringud,S-Gluc,72,mmol/l,Gluc,SCnc,Ser/Plas,Pt,Qn
Laktoosi taluvuse proov,P-Gluc 40 min (post),P-LTT,mmol/l,Gluc,SCnc,Ser/Plas,Pt,Qn
transferriin,transf. saturatsioon,S-Transf,%,sTransf,,Ser/Plas,Pt,Qn
Kliinilise keemia uuringud,S-Cho(Kolesterool),116,mmol/l,,,Ser/Plas,Pt,Qn
Autoimmuundiagnostika,S-Caspr2 IgG(Contactin-associated protein 2 vastane IgG),147136,,,,Ser/Plas,Pt,Qn
Kliinilise keemia uuringud,S-CRP(C-reaktiivne valk),1097,mg/l,CRP,MCnc,Ser/Plas,Pt,Qn
Hantaviiruste vastane IgG seerumis,Sin Nombre viiruse vastane IgG seerumis,S-Hantavirus_IgG,-,,,Ser/Plas,Pt,Qn
Hemostasiogramm,P-PLG - Plasminogeen,P-PLG-Plasminogeen,,,,Ser/Plas,Pt,Qn
Erinevad laboratoorsed uuringud,S-Immfix (immuunfiksatsioon),316-Välisuuringud,-,,,Ser/Plas,Pt,Qn
Tuumaantigeenide vastased antikehad,S-aScl-70,S-aENA,-,,,Ser/Plas,Pt,Qn
Seroloogilised uuringud,S-RPR(Mittetreponemaalse reagiini vastane antikeha),850,,,,Ser/Plas,Pt,Qn
Östradiool seerumis,S- E2,S-_E2,pmol/L,,,Ser/Plas,Pt,Qn
Allergeenspetsiifilised IgE antikehad seerumis,Sojauba,S-Toidu_allerg._IgE,IU/ml,,,Ser/Plas,Pt,Qn
Kliinilise keemia uuringud,S-Alb(Albumiin),107,g/l,Alb,MCnc,Ser/Plas,Pt,Qn
"Allergiapaneel, spetsiifiliste IgE antikehade määramine (immunoblot), vereseerumist",Kaseiin,S-IgE-Spec-2,-,,,Ser/Plas,Pt,Qn
Seroloogilised uuringud,S-B burgdorferi IgG(Puukborrelioos IgG seerumist),71428,S/CO,,,Ser/Plas,Pt,Qn
Kliiniline vereanalüüs,P-LCR,P-LCR,,LCR,NFr,Ser/Plas,Pt,Qn
Kliiniline vere ja glükohemoglobiini analüüs,P-LCR,P-LCR,,LCR,NFr,Ser/Plas,Pt,Qn
Maksa autoimmuunhaigustega seotud IgG seerumis,Maksa-neeru mikrosoomide 1. tüübi vastane IgG seerumis,S-Liver_(panel),-,,,Ser/Plas,Pt,Qn
Immuunuuringud,S- PC(Prokaltsitoniin),10406,ng/ml,PCT,MCnc,Ser/Plas,Pt,Qn
"Allergiapaneel, spetsiifiliste IgE antikehade määramine (immunoblot), vereseerumist",Penicillium notatum,S-IgE-Spec-2,-,,,Ser/Plas,Pt,Qn
Hemostasiogramm,P-LA n Luupus antikoagulandid normitud suhe,P-LAnLuupusantikoagulandidnormitudsuhe,,,,Ser/Plas,Pt,Qn
Vaba prostataspetsiifiline antigeen,,S-fPSA,%,,,Ser/Plas,Pt,Qn
Biokeemia labor,S-UricA,10477,umol/l,UA,SCnc,Ser/Plas,Pt,Qn
Uurea seerumis,S-Urea,S-Urea,mmol/L,Urea,SCnc,Ser/Plas,Pt,Qn
Hemostasiogramm,P-fPS - Vaba proteiin S,,,,,Ser/Plas,Pt,Qn
Biokeemia analüüs,S-fLambda (L- vabad kerged ahelad),S-fLambda(L-vabadkergedahelad),,,,Ser/Plas,Pt,Qn
Immuunmeetoditel uuringud,S-AGA IgA / deamideeritud gliadiini vastane IgA seerumis,S-AGAIgA/deamideeritudgliadiinivastaneIgAseerumis,,,,Ser/Plas,Pt,Qn
Biokeemia analüüs,S-Bil,S-Bil,,Bil,SCnc,Ser/Plas,Pt,Qn
Biokeemia analüüs,S-ALP (aluseline fosfataas),S-ALP(aluselinefosfataas),,ALP,CCnc,Ser/Plas,Pt,Qn
Immunoloogilised uuringud,S-Vitamiin,1639,mmol/l,,,Ser/Plas,Pt,Qn
"Allergiapaneel, spetsiifiliste IgE antikehade määramine (immunoblot), vereseerumist",Seesamiseemned,S-IgE-Spec-3,-,,,Ser/Plas,Pt,Qn
Folliikuleid stimuleeriv hormoon seerumis,,S-FSH,IU/l,,,Ser/Plas,Pt,Qn
Immunoloogilised uuringud,S-CA 12,2470,kU/l,,,Ser/Plas,Pt,Qn
Süsteemsete sidekoehaigustega seotud IgG seerumis,Scl-70 vastane IgG seerumis,S-ENA_(panel),-,,,Ser/Plas,Pt,Qn
Allergeenspetsiifiline ja inhaleeritavate allergeenspetsiifilised IgE antikehad seerumis,Hobune,S-Segatüüpi_allerg.IgE,IU/ml,,,Ser/Plas,Pt,Qn
"Allergiapaneel, spetsiifiliste IgE tüüpi antikehade määramine (immunoblot), vereseerumist",Dermatophagoides farinae (tolmulest),S-IgE-Spec-2,-,,,Ser/Plas,Pt,Qn
Immuunmeetoditel põhinevad uuringud,S-TSH(Türeotropiin),788,µU/ml,TSH,ACnc,Ser/Plas,Pt,Qn
