id;fpath;sentence;remove_start;remove_end;removed;type;short_sent;cons_score;ual;la;sentence_analysis_data;peasona;verb;label
2315;Train/aja_pm20001004_osa_3_ud211.conllu;Pankrotimenetluses Valga Külmutusvagunite Depoo teenib suurema lepingumahu põhjal tehtud arvutuste kohaselt ühe vaguni müümisega Venemaa raudteekompaniile Resbalt 30 090 krooni , teise , Eesti Raudtee käsutuses oleva koopia andmetel aga vaid 9989 krooni .;242;253;9989 krooni;bound;Pankrotimenetluses Valga Külmutusvagunite Depoo teenib suurema lepingumahu põhjal tehtud arvutuste kohaselt ühe vaguni müümisega Venemaa raudteekompaniile Resbalt 30 090 krooni , teise , Eesti Raudtee käsutuses oleva koopia andmetel aga vaid .;;;;('krooni', 32, 5, 'teenib', 5);krooni;teenib;0
2318;Train/aja_horisont2000_osa_3_ud211.conllu;Ajaliselt esimesena tuleb nimetada Alfred Wegeneri , kelle artikkel mandrite triivist ilmus aastal 1912 , täielikum käsitlus 1915 .;10;19;esimesena;bound;Ajaliselt tuleb nimetada Alfred Wegeneri , kelle artikkel mandrite triivist ilmus aastal 1912 , täielikum käsitlus 1915 .;;;;('esimesena', 1, 4, 'nimetada', 4);esimesena;nimetada;0
2319;Train/aja_horisont2000_osa_3_ud211.conllu;Ajaliselt esimesena tuleb nimetada Alfred Wegeneri , kelle artikkel mandrite triivist ilmus aastal 1912 , täielikum käsitlus 1915 .;92;103;aastal 1912;bound;Ajaliselt esimesena tuleb nimetada Alfred Wegeneri , kelle artikkel mandrite triivist ilmus , täielikum käsitlus 1915 .;;;;('aastal', 12, 12, 'ilmus', 12);aastal;ilmus;0
2322;Train/aja_pm20000218_osa_5_ud211.conllu;Selle parlamendigrupi juht Juris Vidinsh avaldas veendumust , et mitte keegi tema abidest värbamisega ei tegele .;90;101;värbamisega;bound;Selle parlamendigrupi juht Juris Vidinsh avaldas veendumust , et mitte keegi tema abidest ei tegele .;93.8;100.0;93.8;('värbamisega', 13, 16, 'tegele', 16);värbamisega;tegele;0
2327;Train/aja_pm20000218_osa_5_ud211.conllu;Kuigi Tallinna politseiprefektuuri majanduskuritegude uurija lõpetas eile hommikul oma määrusega Annika Jürgensoni ( 23 ) vastu kelmuse paragrahvi alusel algatatud kriminaalasja kuriteokoosseisu puudumise tõttu , tühistas prokurör Tõnismägi selle juba eile pärastlõunal .;83;96;oma määrusega;bound;Kuigi Tallinna politseiprefektuuri majanduskuritegude uurija lõpetas eile hommikul Annika Jürgensoni ( 23 ) vastu kelmuse paragrahvi alusel algatatud kriminaalasja kuriteokoosseisu puudumise tõttu , tühistas prokurör Tõnismägi selle juba eile pärastlõunal .;80.6;80.6;100.0;('määrusega', 9, 6, 'lõpetas', 6);määrusega;lõpetas;0
2331;Train/aja_pm20000218_osa_5_ud211.conllu;Kuigi Tallinna politseiprefektuuri majanduskuritegude uurija lõpetas eile hommikul oma määrusega Annika Jürgensoni ( 23 ) vastu kelmuse paragrahvi alusel algatatud kriminaalasja kuriteokoosseisu puudumise tõttu , tühistas prokurör Tõnismägi selle juba eile pärastlõunal .;252;269;eile pärastlõunal;bound;Kuigi Tallinna politseiprefektuuri majanduskuritegude uurija lõpetas eile hommikul oma määrusega Annika Jürgensoni ( 23 ) vastu kelmuse paragrahvi alusel algatatud kriminaalasja kuriteokoosseisu puudumise tõttu , tühistas prokurör Tõnismägi selle juba .;87.1;87.1;100.0;('pärastlõunal', 31, 26, 'tühistas', 26);pärastlõunal;tühistas;0
2332;Dev/tea_eesti_arst_2004_osa_1_ud211.conllu;Sellistel mitmeste lakunaarsete infarktidega patsientidel võib ilmneda iseloomulik kliiniline sündroom - subkortikaalne dementsus , hemiparees , peudobulbaarleid ( düsartri-line kõne , neelamishäired , mille põhjuseks on infarktid kortikonukleaarsetes juhteteedes ) , kõnnakumuutus ( väikesed ebakindlad sammud ) , lihasrigiidsus , hüpokineesia ja frontaalne kusepidamatus ( vastav keskus paikneb frontaalsagaras ) .;0;57;Sellistel mitmeste lakunaarsete infarktidega patsientidel;bound;võib ilmneda iseloomulik kliiniline sündroom - subkortikaalne dementsus , hemiparees , peudobulbaarleid ( düsartri-line kõne , neelamishäired , mille põhjuseks on infarktid kortikonukleaarsetes juhteteedes ) , kõnnakumuutus ( väikesed ebakindlad sammud ) , lihasrigiidsus , hüpokineesia ja frontaalne kusepidamatus ( vastav keskus paikneb frontaalsagaras ) .;82.6;84.8;95.7;('mitmeste', 1, 4, 'ilmneda', 7);mitmeste;ilmneda;0
2337;Dev/aja_epl20070812_ud211.conllu;Välisminister Urmas Paet kirjutas alla käskkirjale , mille kohaselt eraldatakse see summa välisministeeriumi eelarves arengu- ja humanitaarabiks ettenähtud vahenditest .;53;67;mille kohaselt;bound;Välisminister Urmas Paet kirjutas alla käskkirjale , eraldatakse see summa välisministeeriumi eelarves arengu- ja humanitaarabiks ettenähtud vahenditest .;88.9;88.9;94.4;('kohaselt', 8, 8, 'eraldatakse', 10);kohaselt;eraldatakse;0
2342;Train/ilu_maailm_ud211.conllu;""" See ei puutu asjasse .";15;22;asjasse;bound;""" See ei puutu .";100.0;100.0;100.0;('asjasse', 4, 4, 'puutu', 4);asjasse;puutu;0
2353;Train/tea_eesti_arst_2004_osa_4_ud211.conllu;Oluline süstoolse ja diastoolse vererõhu väärtuse langus nii normotoonikutel kui ka hüpertoonikutel uuringu käigus rahuoleku ajal näitab , et korrektsele vererõhu mõõtmisele peab eriti tähelepanu pöörama piiripealse ning kerge hüpertensiooni diagnoosi püstitamisel .;142;173;korrektsele vererõhu mõõtmisele;bound;Oluline süstoolse ja diastoolse vererõhu väärtuse langus nii normotoonikutel kui ka hüpertoonikutel uuringu käigus rahuoleku ajal näitab , et peab eriti tähelepanu pöörama piiripealse ning kerge hüpertensiooni diagnoosi püstitamisel .;83.3;83.3;90.0;('korrektsele', 19, 22, 'pöörama', 26);korrektsele;pöörama;0
2354;Train/tea_eesti_arst_2004_osa_4_ud211.conllu;Oluline süstoolse ja diastoolse vererõhu väärtuse langus nii normotoonikutel kui ka hüpertoonikutel uuringu käigus rahuoleku ajal näitab , et korrektsele vererõhu mõõtmisele peab eriti tähelepanu pöörama piiripealse ning kerge hüpertensiooni diagnoosi püstitamisel .;204;264;piiripealse ning kerge hüpertensiooni diagnoosi püstitamisel;bound;Oluline süstoolse ja diastoolse vererõhu väärtuse langus nii normotoonikutel kui ka hüpertoonikutel uuringu käigus rahuoleku ajal näitab , et korrektsele vererõhu mõõtmisele peab eriti tähelepanu pöörama .;92.6;92.6;96.3;('püstitamisel', 31, 26, 'pöörama', 26);püstitamisel;pöörama;0
2355;Train/aja_ml200247_osa_1_ud211.conllu;Koerajuhti võib võrrelda meistertöölisega , kes teab , kuidas eri materjalidega ümber käia .;25;90;meistertöölisega , kes teab , kuidas eri materjalidega ümber käia;bound;Koerajuhti võib võrrelda .;100.0;100.0;100.0;('meistertöölisega', 3, 3, 'võrrelda', 3);meistertöölisega;võrrelda;0
2357;Train/tea_toohoive.conllu;Töötus on turutõrge , mis tuleneb riigisisestest majandusagentide omavahelistest infokuludest ja osutab ceteris paribus ressursside riigisisese organiseerituse ebatõhususele .;34;93;riigisisestest majandusagentide omavahelistest infokuludest;bound;Töötus on turutõrge , mis tuleneb ja osutab ceteris paribus ressursside riigisisese organiseerituse ebatõhususele .;80.0;80.0;86.7;('infokuludest', 9, 6, 'tuleneb', 6);infokuludest;tuleneb;0
2358;Train/tea_toohoive.conllu;Töötus on turutõrge , mis tuleneb riigisisestest majandusagentide omavahelistest infokuludest ja osutab ceteris paribus ressursside riigisisese organiseerituse ebatõhususele .;104;173;ceteris paribus ressursside riigisisese organiseerituse ebatõhususele;bound;Töötus on turutõrge , mis tuleneb riigisisestest majandusagentide omavahelistest infokuludest ja osutab .;100.0;100.0;100.0;('ebatõhususele', 17, 12, 'osutab', 12);ebatõhususele;osutab;0
2360;Dev/tea_eesti_arst_2004_osa_1_ud211.conllu;Skaala puuduseks on , et see ei võimalda eristada suurte ja väikeste veresoonte kahjustusest põhjustatud infarkti ega ole tundlik Binswangeri tõve diagnoosimiseks .;130;162;Binswangeri tõve diagnoosimiseks;bound;Skaala puuduseks on , et see ei võimalda eristada suurte ja väikeste veresoonte kahjustusest põhjustatud infarkti ega ole tundlik .;95.0;100.0;95.0;('diagnoosimiseks', 21, 19, 'võimalda', 8);diagnoosimiseks;võimalda;0
2361;Train/aja_luup200106_osa_5_ud211.conllu;Kui kaks venda läksid ja oma küla asutasid , nende lapsed aga paremal juhul naaberkülast pruudi hankisid , siis pole mingi ime , kui kaks “ vigast ” geeni peagi kohtusid ( geen ei ole ise haige , vaid ikka vigane ) .;62;75;paremal juhul;bound;Kui kaks venda läksid ja oma küla asutasid , nende lapsed aga naaberkülast pruudi hankisid , siis pole mingi ime , kui kaks “ vigast ” geeni peagi kohtusid ( geen ei ole ise haige , vaid ikka vigane ) .;100.0;100.0;100.0;('paremal', 12, 14, 'hankisid', 17);paremal;hankisid;0
2362;Train/aja_luup200106_osa_5_ud211.conllu;Kui kaks venda läksid ja oma küla asutasid , nende lapsed aga paremal juhul naaberkülast pruudi hankisid , siis pole mingi ime , kui kaks “ vigast ” geeni peagi kohtusid ( geen ei ole ise haige , vaid ikka vigane ) .;76;88;naaberkülast;bound;Kui kaks venda läksid ja oma küla asutasid , nende lapsed aga paremal juhul pruudi hankisid , siis pole mingi ime , kui kaks “ vigast ” geeni peagi kohtusid ( geen ei ole ise haige , vaid ikka vigane ) .;100.0;100.0;100.0;('naaberkülast', 14, 17, 'hankisid', 17);naaberkülast;hankisid;0
2363;Train/aja_horisont2000_osa_1_ud211.conllu;Tegemist võib olla kahe erineva kokkupõrganud galaktika tuumaga , kahe musta auguga , mis pole ( veel ) ühte sulanud või näeme neid parajasti üksteisest mööduvat .;19;161;kahe erineva kokkupõrganud galaktika tuumaga , kahe musta auguga , mis pole ( veel ) ühte sulanud või näeme neid parajasti üksteisest mööduvat;bound;Tegemist võib olla .;0.0;0.0;50.0;('tuumaga', 7, 3, 'olla', 3);tuumaga;olla;0
2374;Train/aja_ee200110_osa_10_ud211.conllu;Ta kirjeldas kohutavaid meditsiiniprotseduure ja omaenda füüsilist seisu ( viimased paar aastat suhtles ta kõrivähi ohvrina maailmaga põhiliselt taskuplokki kritseldatud lausete või e-mailide kaudu ) , kuid selle kõrval olid uskumatu vaimukus , ebatavaline avameelsus ja suutlikkus oma saatust teades siiski edasi elada kui dünaamiline ja loov inimene .;134;197;põhiliselt taskuplokki kritseldatud lausete või e-mailide kaudu;bound;Ta kirjeldas kohutavaid meditsiiniprotseduure ja omaenda füüsilist seisu ( viimased paar aastat suhtles ta kõrivähi ohvrina maailmaga ) , kuid selle kõrval olid uskumatu vaimukus , ebatavaline avameelsus ja suutlikkus oma saatust teades siiski edasi elada kui dünaamiline ja loov inimene .;95.2;95.2;100.0;('lausete', 20, 13, 'suhtles', 13);lausete;suhtles;0
2377;Train/aja_luup200106_osa_3_ud211.conllu;Suurriikides praktiseeritavate , kitsalt spetsialiseerunud korporatiivsete ülikoolide ( tegutsevad vahetult firmade juures ning huvides ) idee võib ka Eestis üksikjuhtudel teostatav olla .;0;12;Suurriikides;bound;praktiseeritavate , kitsalt spetsialiseerunud korporatiivsete ülikoolide ( tegutsevad vahetult firmade juures ning huvides ) idee võib ka Eestis üksikjuhtudel teostatav olla .;90.9;95.5;95.5;('Suurriikides', 0, 2, 'tegutsevad', 9);Suurriikides;tegutsevad;0
2382;Train/aja_pm19980926e_ud211.conllu;Olgu siinkohal näitena toodud Tallinna vanalinnas asuv väike pood , mille aknalaud omapärase lehevanikuga dekoreeritet .;30;49;Tallinna vanalinnas;bound;Olgu siinkohal näitena toodud asuv väike pood , mille aknalaud omapärase lehevanikuga dekoreeritet .;100.0;100.0;100.0;('Tallinna', 4, 6, 'toodud', 4);Tallinna;toodud;0
2389;Train/aja_ml200247_osa_5_ud211.conllu;Korraldajate sõnul on maavalitsuse saalis kell 10 algavale konverentsile oodatud kõik inimesed , kes huvitatud Viljandimaa ajaloost ja arengust .;111;143;Viljandimaa ajaloost ja arengust;bound;Korraldajate sõnul on maavalitsuse saalis kell 10 algavale konverentsile oodatud kõik inimesed , kes huvitatud .;81.2;100.0;81.2;('ajaloost', 16, 15, 'on', 3);ajaloost;on;0
2393;Train/aja_sloleht20071217_ud211.conllu;Eveli Saue tõusis Pokljukas aasta viimasel individuaaldistantsil , sprindis , MK-punktidele , saades kahe möödalasuga 24. koha .;78;91;MK-punktidele;bound;Eveli Saue tõusis Pokljukas aasta viimasel individuaaldistantsil , sprindis , , saades kahe möödalasuga 24. koha .;88.2;88.2;88.2;('MK-punktidele', 10, 3, 'tõusis', 3);MK-punktidele;tõusis;0
2396;Train/aja_ml200247_osa_3_ud211.conllu;Metsanduse arengukavaga hakati tegelema eelmise sajandi lõpus , valmis saadi sellega möödunud nädalal .;0;23;Metsanduse arengukavaga;bound;hakati tegelema eelmise sajandi lõpus , valmis saadi sellega möödunud nädalal .;91.7;100.0;91.7;('Metsanduse', 0, 2, 'tegelema', 4);Metsanduse;tegelema;0
2399;Train/aja_ml200247_osa_3_ud211.conllu;Metsanduse arengukavaga hakati tegelema eelmise sajandi lõpus , valmis saadi sellega möödunud nädalal .;85;101;möödunud nädalal;bound;Metsanduse arengukavaga hakati tegelema eelmise sajandi lõpus , valmis saadi sellega .;91.7;100.0;91.7;('nädalal', 12, 10, 'saadi', 10);nädalal;saadi;0
2403;Train/tea_eesti_arst_2004_osa_3_ud211.conllu;Algselt kehtis vaba liikumise põhimõte ainult Euroopa Liidu kodanikest töötajate kohta , kuid nüüdseks on see laienenud kõikidele liikmesriigi elanikele , sealhulgas ka liikmesriigis elavatele kolmandate riikide kodanikele.;169;182;liikmesriigis;bound;Algselt kehtis vaba liikumise põhimõte ainult Euroopa Liidu kodanikest töötajate kohta , kuid nüüdseks on see laienenud kõikidele liikmesriigi elanikele , sealhulgas ka elavatele kolmandate riikide kodanikele.;96.3;96.3;100.0;('liikmesriigis', 23, 25, 'laienenud', 17);liikmesriigis;laienenud;0
2408;Train/aja_sloleht20071217_ud211.conllu;1999. aasta sügisel sõitis Karuks ümbermaailmareisi alustanud purjekaga Lennuk avaetapi Tallinnast Kopenhaagenisse .;99;114;Kopenhaagenisse;bound;1999. aasta sügisel sõitis Karuks ümbermaailmareisi alustanud purjekaga Lennuk avaetapi Tallinnast .;91.7;100.0;91.7;('Kopenhaagenisse', 11, 4, 'sõitis', 4);Kopenhaagenisse;sõitis;0
2412;Train/aja_ee200110_osa_11_ud211.conllu;Nad võiksid oma välimusele rõhku panna ka eraelus .;12;26;oma välimusele;bound;Nad võiksid rõhku panna ka eraelus .;100.0;100.0;100.0;('oma', 2, 4, 'panna', 6);oma;panna;0
2413;Train/aja_ee200110_osa_11_ud211.conllu;Nad võiksid oma välimusele rõhku panna ka eraelus .;39;49;ka eraelus;bound;Nad võiksid oma välimusele rõhku panna .;100.0;100.0;100.0;('eraelus', 7, 6, 'panna', 6);eraelus;panna;0
2419;Train/aja_horisont2000_osa_4_ud211.conllu;Sellest ju norskamine sõltubki ja kirurg peab seda teadma .;0;7;Sellest;bound;ju norskamine sõltubki ja kirurg peab seda teadma .;100.0;100.0;100.0;('Sellest', 0, 4, 'sõltubki', 4);Sellest;sõltubki;0
2420;Train/ilu_vilep_ud211.conllu;Sõitnud veel ühe täisringi linnale peale , läks ta oma ukraina-kodu lähedal maha , lonkis majade vahel ja otsustas siis , et täis kõhuga sujuvad asjad paremini .;27;34;linnale;bound;Sõitnud veel ühe täisringi peale , läks ta oma ukraina-kodu lähedal maha , lonkis majade vahel ja otsustas siis , et täis kõhuga sujuvad asjad paremini .;92.6;96.3;92.6;('linnale', 4, 1, 'Sõitnud', 1);linnale;Sõitnud;0
2425;Train/tea_geofyysika.conllu;Planeetide orbiitide tasandid langevad üksteisega kokku 3.5 kraadi piires .;56;73;3.5 kraadi piires;bound;Planeetide orbiitide tasandid langevad üksteisega kokku .;100.0;100.0;100.0;('kraadi', 7, 4, 'langevad', 4);kraadi;langevad;0
2426;Train/ilu_maailm_ud211.conllu;Selliseid riideid kandsid kõik , kes õppisid kunstiinstituudis .;45;62;kunstiinstituudis;bound;Selliseid riideid kandsid kõik , kes õppisid .;100.0;100.0;100.0;('kunstiinstituudis', 7, 7, 'õppisid', 7);kunstiinstituudis;õppisid;0
2433;Dev/aja_ml200247_osa6_ud211.conllu;- Omandatud professioon ei taotle rukkijahul baseeruvat pagaritoodet .;34;44;rukkijahul;bound;- Omandatud professioon ei taotle baseeruvat pagaritoodet .;100.0;100.0;100.0;('rukkijahul', 5, 7, 'taotle', 5);rukkijahul;taotle;0
2434;Train/ilu_kivirahk_ud211.conllu;Kõik mattus taas uttu .;17;21;uttu;bound;Kõik mattus taas .;100.0;100.0;100.0;('uttu', 3, 2, 'mattus', 2);uttu;mattus;0
2437;Train/aja_ml200247_osa_4_ud211.conllu;""" Keskvõim on ehitanud riiki üles , kuid jätnud kohaliku elu ja inimesed unarusse , "" tõdeb Uustal , kes hakkab kirjutama uurimistööd demokraatia mõõdupuudest .";73;81;unarusse;bound;""" Keskvõim on ehitanud riiki üles , kuid jätnud kohaliku elu ja inimesed , "" tõdeb Uustal , kes hakkab kirjutama uurimistööd demokraatia mõõdupuudest .";84.0;88.0;88.0;('unarusse', 13, 9, 'jätnud', 9);unarusse;jätnud;0
2439;Train/aja_sloleht20071217_ud211.conllu;Kui valitsus nüüd ütleb , et osalus teatud kriisis pole kellegi teise asi peale valitsuse , kelle esindaja räägib selles suhtes läbi vaid teiste Euroopa Liidu liikmesriikide ministritega , siis asetub ta väljapoole ülejäänud seaduste loogikat , mis toonitavad ennekõike just parlamendi rolli .;133;186;vaid teiste Euroopa Liidu liikmesriikide ministritega;bound;Kui valitsus nüüd ütleb , et osalus teatud kriisis pole kellegi teise asi peale valitsuse , kelle esindaja räägib selles suhtes läbi , siis asetub ta väljapoole ülejäänud seaduste loogikat , mis toonitavad ennekõike just parlamendi rolli .;86.8;89.5;94.7;('ministritega', 27, 19, 'räägib', 19);ministritega;räägib;0
2441;Train/tea_toohoive.conllu;Haridusreform võib olla põhjuseks hiljutisele välisinvesteeringute sissevoolu plahvatuslikule kasvule .;34;101;hiljutisele välisinvesteeringute sissevoolu plahvatuslikule kasvule;bound;Haridusreform võib olla põhjuseks .;100.0;100.0;100.0;('kasvule', 8, 4, 'võib', 2);kasvule;võib;0
2442;Train/ilu_kivirahk_ud211.conllu;Aga kui nad olid uulitsale jõudnud , tabas neid halva ootamatusena eriti vinge tuul , mis pillutas silma tillukesi lörtsiterasid .;17;26;uulitsale;bound;Aga kui nad olid jõudnud , tabas neid halva ootamatusena eriti vinge tuul , mis pillutas silma tillukesi lörtsiterasid .;100.0;100.0;100.0;('uulitsale', 4, 6, 'jõudnud', 6);uulitsale;jõudnud;0
2450;Dev/aja_luup200009_ud211.conllu;Seawolfi vastased , kes on mitmeid kordi üritanud projekti takistada , on väitnud , et sellist allveelaeva pole enam vaja , kuna külm sõda on läbi ja tulevikus tekivad konfliktid madalas vees ja kalda lähedal .;179;208;madalas vees ja kalda lähedal;bound;Seawolfi vastased , kes on mitmeid kordi üritanud projekti takistada , on väitnud , et sellist allveelaeva pole enam vaja , kuna külm sõda on läbi ja tulevikus tekivad konfliktid .;100.0;100.0;100.0;('vees', 31, 29, 'tekivad', 29);vees;tekivad;0
2451;Train/aja_horisont2000_osa_3_ud211.conllu;Igasuguste suurte avastustega on paraku nõnda , et nende kasutamist pole võimalik tagasi hoida .;0;29;Igasuguste suurte avastustega;bound;on paraku nõnda , et nende kasutamist pole võimalik tagasi hoida .;58.3;58.3;75.0;('Igasuguste', 0, 3, 'on', 4);Igasuguste;on;0
2456;Train/aja_ee200110_osa_2_ud211.conllu;Selle versiooni kohaselt oli ta interneti kaudu tutvunud kellegi noore piigaga , kes osutus ühe praegu vahi all oleva noormehe kallimaks .;103;111;vahi all;bound;Selle versiooni kohaselt oli ta interneti kaudu tutvunud kellegi noore piigaga , kes osutus ühe praegu oleva noormehe kallimaks .;100.0;100.0;100.0;('all', 17, 17, 'osutus', 14);all;osutus;0
2458;Dev/ilu_orlau_ud211.conllu;Viimane öö metsas ei lähe mul vist kunagi meelest .;42;49;meelest;bound;Viimane öö metsas ei lähe mul vist kunagi .;100.0;100.0;100.0;('meelest', 8, 5, 'lähe', 5);meelest;lähe;0
2461;Train/tea_AA_05_6_ud211.conllu;Nii on lugu muide suure enamuse Sudokuraamidega .;18;47;suure enamuse Sudokuraamidega;bound;Nii on lugu muide .;100.0;100.0;100.0;('Sudokuraamidega', 6, 1, 'on', 2);Sudokuraamidega;on;0
2463;Dev/aja_luup200009_ud211.conllu;Muide , 15. septembril 1186 oli sektori avanemisnurk vaid 11° ning alles hiljuti , 5. veebruaril 1962 , oli koondumine samuti tunduvalt tihedam kui nüüd - 16 kraadi .;8;27;15. septembril 1186;bound;Muide , oli sektori avanemisnurk vaid 11° ning alles hiljuti , 5. veebruaril 1962 , oli koondumine samuti tunduvalt tihedam kui nüüd - 16 kraadi .;7.7;7.7;30.8;('15.', 2, 4, 'oli', 6);15.;oli;0
