analysis_name,analysis_substrate,parameter_code,parameter_name,unit,count
Hematoloogilised uuringud,,10120,RDW%,,1
Histoloogia,,TrichomonasvaginalisPCR,Diagnoos 1,,1
Histoloogia,,11114,Diagnoos 1,,404
Histoloogia,,S-Inf.M,Arhiivi number,,1
Hematoloogilised uuringud,,1776,RDW%,,17
Histoloogia,,30094,Lokatsioon,,1
Histoloogia,,327,Diagnoos 1,,2
Histoloogia,,71413,Kirjeldus,,4
Histoloogia,,ChlamydiapsittaciIgG,Lokatsioon,,2
Hematoloogilised uuringud,,Süsinikdioksiidiosarõhk,PLCR,,176
Hematoloogilised uuringud,,1434,RDW%,,151
Histoloogia,,1400,Lokatsioon,,1
Histoloogia,,PDW(trombotsüütidesuurusjaotuvus),Kirjeldus,,1230
Hematoloogilised uuringud,,1289,RDW%,,28
Histoloogia,,Un-Ecs,Diagnoos 1,,2
Hematoloogilised uuringud,,PlrF-Chol/S-Cholsuhepleuravedelikus/seerumis,RDW%,,1
Histoloogia,,43206,Kirjeldus,,3
Histoloogia,,626,Arhiivi number,,3748
Hematoloogilised uuringud,,P-Renin,PLCR,,15
Histoloogia,,166,Arhiivi number,,9
Histoloogia,,3974,Diagnoos 1,,5
Histoloogia,,11217,Arhiivi number,,8
Histoloogia,,S-aBorr-M,Lokatsioon,,3
Histoloogia,,EryErütrotsüüdidtestribaga,Arhiivi number,,1268
Histoloogia,,Lümfotsüütideatüpism,Arhiivi number,,4
Histoloogia,,1139,Lokatsioon,,3029
Histoloogia,,CK-MBm,Diagnoos 1,,101
Histoloogia,,oder,Kirjeldus,,1
Histoloogia,,S-DHES ,Lokatsioon,,2
Hematoloogilised uuringud,,4302,RDW%,,3
Hematoloogilised uuringud,,t2/spIgElepasuhtes,PLCR,,16
Histoloogia,,10182,Kirjeldus,,1701
Hematoloogilised uuringud,,41535,RDW%,,1
Hematoloogilised uuringud,,CSF-aHSV1M,PLCR,,2
Histoloogia,,148,Arhiivi number,,614
Histoloogia,,63,Lokatsioon,,186
Histoloogia,,LA-mix1APTTreagendiga,Arhiivi number,,1
Histoloogia,,GR,Arhiivi number,,1
Histoloogia,,30078,Kirjeldus,,1
Histoloogia,,AntiHiV1/2kiirtest,Lokatsioon,,3
Histoloogia,,8576,Arhiivi number,,2
Hematoloogilised uuringud,,Laktaat,RDW%,,322
Histoloogia,,10159,Arhiivi number,,1
Hematoloogilised uuringud,,5647,PLCR,,5
Histoloogia,,AOS,Diagnoos 1,,27
Histoloogia,,S-CRV,Kirjeldus,,417
Hematoloogilised uuringud,,2521,PLCR,,1
Histoloogia,,2394,Diagnoos 1,,1
Histoloogia,,S1-GrippA_IgM,Arhiivi number,,2
Histoloogia,,147324,Arhiivi number,,1
Histoloogia,,B1-Hemo-p,Kirjeldus,,562
Histoloogia,,1888,Kirjeldus,,2
Histoloogia,,3903,Diagnoos 1,,10
Histoloogia,,145251,Lokatsioon,,2
Histoloogia,,4213,Diagnoos 1,,47
Hematoloogilised uuringud,,514,RDW%,,263
Histoloogia,,S-f2_IgE,Diagnoos 1,,37
Histoloogia,,S-HBsAg/B-hepatiidiviirusepinnaantigeenseerumis,Diagnoos 1,,191
Histoloogia,,71381,Diagnoos 1,,7
Hematoloogilised uuringud,,1288,PLCR,,25
Histoloogia,,RhinoviirusA,Diagnoos 1,,6
Histoloogia,,S-Mix_IgE,Arhiivi number,,210
Hematoloogilised uuringud,,144665,RDW%,,4
Hematoloogilised uuringud,,71687,RDW%,,5
Hematoloogilised uuringud,,147216,PLCR,,1
Histoloogia,,71415,Diagnoos 1,,9
Histoloogia,,S-Fe,Diagnoos 1,,524
Histoloogia,,t3/spIgEkasesuhtes,Diagnoos 1,,26
Histoloogia,,Monon.,Kirjeldus,,4
Hematoloogilised uuringud,,4216,PLCR,,45
Histoloogia,,1447,Kirjeldus,,8
Histoloogia,,Un-Mop,Arhiivi number,,2
Histoloogia,,Mycp-pneum_IgM,Kirjeldus,,3
Histoloogia,,1179,Arhiivi number,,339
Histoloogia,,LNZLinezoliid,Kirjeldus,,2
Histoloogia,,547,Lokatsioon,,496
Hematoloogilised uuringud,,"S,P-Digox",PLCR,,1
Histoloogia,,2411,Arhiivi number,,1
Hematoloogilised uuringud,,S-anti-CCP,RDW%,,12
Histoloogia,,PrF-Cyto,Kirjeldus,,8
Histoloogia,,IgM,Lokatsioon,,7
Histoloogia,,S-Beeta_-_2_mikroglobuliin,Arhiivi number,,1
Histoloogia,,10477,Kirjeldus,,71
Histoloogia,,781,Kirjeldus,,78
Histoloogia,,11106,Kirjeldus,,7
Histoloogia,,dU-Cu,Arhiivi number,,1
Hematoloogilised uuringud,,41423,RDW%,,5
Histoloogia,,467,Lokatsioon,,3
Hematoloogilised uuringud,,147210,PLCR,,2
Histoloogia,,40274,Diagnoos 1,,1
Histoloogia,,S-Y.pseudot,Diagnoos 1,,5
Hematoloogilised uuringud,,2527,PLCR,,1
Histoloogia,,45009,Kirjeldus,,2
Histoloogia,,7589,Kirjeldus,,14
Histoloogia,,975,Lokatsioon,,3
Histoloogia,,11031,Lokatsioon,,1
Hematoloogilised uuringud,,40273,PLCR,,1
Histoloogia,,U-St.pneumonia,Arhiivi number,,4
Histoloogia,,35,Kirjeldus,,1558
Histoloogia,,3596,Diagnoos 1,,1
Histoloogia,,144375,Arhiivi number,,1
Histoloogia,,165,Kirjeldus,,9
Histoloogia,,S-EmA-A,Diagnoos 1,,1
Histoloogia,,147136,Kirjeldus,,5
Hematoloogilised uuringud,,1848,RDW%,,55
Histoloogia,,1777,Diagnoos 1,,16
Histoloogia,,66708_Trüptaas,Arhiivi number,,1
Hematoloogilised uuringud,,64362,RDW%,,3
Histoloogia,,66767,Lokatsioon,,2
Hematoloogilised uuringud,,S-aENA-paneel,PLCR,,22
Histoloogia,,lõhnaineteseguII(Fragrance-mixII)14%,Kirjeldus,,1
Histoloogia,,71597,Lokatsioon,,10
Hematoloogilised uuringud,,551,PLCR,,215
Hematoloogilised uuringud,,Kadmiumveres,RDW%,,1
Hematoloogilised uuringud,,Uf-Aer,PLCR,,4
Histoloogia,,S-Transf-sR,Diagnoos 1,,3
Histoloogia,,3357,Arhiivi number,,2
Histoloogia,,71683,Kirjeldus,,7
Histoloogia,,11549,Arhiivi number,,268
Histoloogia,,71397,Kirjeldus,,4
Histoloogia,,72246,Lokatsioon,,2
Histoloogia,,B-täisveri,Kirjeldus,,4253
Hematoloogilised uuringud,,4859,PLCR,,1
Histoloogia,,fS-Hcy(homotsüsteiin),Arhiivi number,,69
Histoloogia,,Mycp-pneum_IgG,Lokatsioon,,3
Histoloogia,,S-BorG-WB/BorreliaburgdorferivastIgGseerumis(kinnitav),Arhiivi number,,31
Histoloogia,,72137,Diagnoos 1,,2
Histoloogia,,3624,Arhiivi number,,7
Hematoloogilised uuringud,,10479,PLCR,,2
Histoloogia,,1828,Lokatsioon,,1
Histoloogia,,107,Arhiivi number,,684
Hematoloogilised uuringud,,611,PLCR,,4131
Histoloogia,,Ns-Aer,Diagnoos 1,,11
Histoloogia,,1081,Arhiivi number,,3
Hematoloogilised uuringud,,Erütrotsüütidepolükromaasia,RDW%,,131
Histoloogia,,Karboksühemoglobiin,Arhiivi number,,159
Histoloogia,,S-TBEV_IgM,Lokatsioon,,21
Histoloogia,,72190,Lokatsioon,,16
Histoloogia,,B-ABO,Kirjeldus,,1891
Histoloogia,,HLAIIDQB1PCR(66620),Arhiivi number,,1
Histoloogia,,71904,Kirjeldus,,1
Hematoloogilised uuringud,,4661,RDW%,,25
Hematoloogilised uuringud,,"Etanoolplasmas,seerumis.",PLCR,,15
Histoloogia,,44308,Kirjeldus,,1
Hematoloogilised uuringud,,dU-Prot-FrUriinivalkudeelektroforees,PLCR,,8
Hematoloogilised uuringud,,Tbc-SensPZA,RDW%,,1
Histoloogia,,S;CSF--Borellia_antikehad,Kirjeldus,,18
Histoloogia,,AMSAmpits.sulb.,Lokatsioon,,120
Hematoloogilised uuringud,,S-HAV-IgG+IgM,RDW%,,1
Hematoloogilised uuringud,,11263,RDW%,,1
Hematoloogilised uuringud,,ChltrachomatisIgA,PLCR,,2
Hematoloogilised uuringud,,S-EBV_IgG,RDW%,,13
Hematoloogilised uuringud,,HbsAg,PLCR,,20
Histoloogia,,4602,Diagnoos 1,,15
Histoloogia,,144337,Lokatsioon,,3
Histoloogia,,1638,Arhiivi number,,18
Histoloogia,,Veregrupp66400,Lokatsioon,,696
Histoloogia,,71498,Kirjeldus,,1
Histoloogia,,146309,Lokatsioon,,5
Histoloogia,,eGFRn,Diagnoos 1,,28
Histoloogia,,anti-dsDNA/dsDNAvastautoant,Diagnoos 1,,6
Hematoloogilised uuringud,,S-centrAb/TsentromeerivastaneIgGseerumis,PLCR,,4
Histoloogia,,2683,Diagnoos 1,,43
Histoloogia,,1591,Diagnoos 1,,5
Hematoloogilised uuringud,,CSF-B.burgdorferi_IgM,RDW%,,1
Histoloogia,,B-aRBCt-g,Arhiivi number,,222
Histoloogia,,11620,Lokatsioon,,2
Histoloogia,,382,Lokatsioon,,64
Hematoloogilised uuringud,,61,PLCR,,420
Histoloogia,,1924,Arhiivi number,,37
Histoloogia,,10084,Arhiivi number,,23
Histoloogia,,"CSF-HSV_1,2",Diagnoos 1,,1
Histoloogia,,tursk,Lokatsioon,,3
Histoloogia,,HDL_Kolest.,Lokatsioon,,43
Histoloogia,,ColVärvus,Diagnoos 1,,1311
Histoloogia,,fS-CT,Arhiivi number,,101
Hematoloogilised uuringud,,3470,RDW%,,1
Histoloogia,,CSF-Ig-oligo,Arhiivi number,,12
Histoloogia,,44575,Diagnoos 1,,16
Hematoloogilised uuringud,,748,RDW%,,395
Histoloogia,,1913,Diagnoos 1,,17
Histoloogia,,5712,Lokatsioon,,56
Histoloogia,,f93/spIgEkakaosuhtes,Arhiivi number,,7
Histoloogia,,P-GTT-1,Kirjeldus,,14
Histoloogia,,108,Lokatsioon,,3028
Hematoloogilised uuringud,,Bm-Luuüdi,PLCR,,3
Hematoloogilised uuringud,,911,RDW%,,5
Histoloogia,,388,Diagnoos 1,,32
Histoloogia,,"S,P-DHEAS",Lokatsioon,,1
Hematoloogilised uuringud,,10993,PLCR,,36
Hematoloogilised uuringud,,62536,RDW%,,2
Histoloogia,,S1-EPO,Arhiivi number,,1
Histoloogia,,30217,Diagnoos 1,,5
Histoloogia,,fP-apoB(apolipoproteiinB),Diagnoos 1,,2
Hematoloogilised uuringud,,10608,PLCR,,9
Histoloogia,,f204spIgEforellisuhtes,Lokatsioon,,6
Histoloogia,,70904,Arhiivi number,,11
Histoloogia,,88,Diagnoos 1,,743
Histoloogia,,S-LH ,Kirjeldus,,3
Histoloogia,,1362,Diagnoos 1,,1
Hematoloogilised uuringud,,B-CyA(tsüklosporiinA),PLCR,,25
Hematoloogilised uuringud,,S-T.gondii_IgG,RDW%,,1
Histoloogia,,B-Hemo-s,Kirjeldus,,117
Histoloogia,,S-HBs_Ag,Lokatsioon,,174
Histoloogia,,10404,Diagnoos 1,,32
Histoloogia,,10218,Kirjeldus,,1
Hematoloogilised uuringud,,867,PLCR,,2
Histoloogia,,4361,Lokatsioon,,6
Hematoloogilised uuringud,,30216,PLCR,,5
Histoloogia,,B-ABO-2,Lokatsioon,,10
Histoloogia,,3442,Arhiivi number,,1
Hematoloogilised uuringud,,U-SGErikaal,PLCR,,1458
Hematoloogilised uuringud,,P-REPT-Reptilaasiaeg,RDW%,,3
Histoloogia,,AspergillusfumigatusDNART-PCRmeetodiltäsiverest,Arhiivi number,,2
Histoloogia,,S2-Colon_IgAG,Arhiivi number,,52
Histoloogia,,66800_Biopsiamaterjali_uuring,Diagnoos 1,,21
Histoloogia,,41501,Kirjeldus,,1
Histoloogia,,11195,Kirjeldus,,7
Histoloogia,,55,Kirjeldus,,144
Hematoloogilised uuringud,,3862,RDW%,,18
Histoloogia,,615,Lokatsioon,,4375
Hematoloogilised uuringud,,10158,PLCR,,4
Histoloogia,,S-fp3_IgE,Arhiivi number,,61
Histoloogia,,2144,Lokatsioon,,3
Histoloogia,,2625,Lokatsioon,,11
Hematoloogilised uuringud,,335,RDW%,,2
Histoloogia,,MetapneumovirusRNA,Lokatsioon,,17
Histoloogia,,dU-K,Lokatsioon,,1
Histoloogia,,10580,Diagnoos 1,,45
Histoloogia,,B-EBV_DNA_QN,Lokatsioon,,1
Hematoloogilised uuringud,,MeOHmetanool,RDW%,,2
Hematoloogilised uuringud,,7689,PLCR,,1
Histoloogia,,45065,Kirjeldus,,3
Hematoloogilised uuringud,,S-AspAg/Aspergilluseantigeen,RDW%,,3
Histoloogia,,S-aEmAA,Diagnoos 1,,2
Hematoloogilised uuringud,,71181,RDW%,,1
Histoloogia,,7654,Arhiivi number,,18
Histoloogia,,Aproksimaalne,Diagnoos 1,,1
Histoloogia,,nisu,Arhiivi number,,1
Histoloogia,,2385,Diagnoos 1,,1
Histoloogia,,B-AB0-RhD_ctrl,Kirjeldus,,40
Hematoloogilised uuringud,,dermat.far,RDW%,,6
Histoloogia,,SynF-Diff,Arhiivi number,,26
Histoloogia,,10372,Arhiivi number,,2
Hematoloogilised uuringud,,Bx-HPV-PCR,RDW%,,2
Histoloogia,,"fB,fP-Lac(laktaat)",Diagnoos 1,,4
Histoloogia,,1546,Lokatsioon,,30
Hematoloogilised uuringud,,67903,RDW%,,1
Histoloogia,,11109,Lokatsioon,,422
Histoloogia,,St-STEC_Tox,Diagnoos 1,,5
Hematoloogilised uuringud,,M.hominis(PCR),RDW%,,6
Histoloogia,,1384,Kirjeldus,,6
Hematoloogilised uuringud,,DNAanalüüs,RDW%,,4
Histoloogia,,11200,Arhiivi number,,8
Histoloogia,,P4-CK-MBm(K),Diagnoos 1,,17
Histoloogia,,Hemoglobiinihapnikusaturats,Arhiivi number,,403
Histoloogia,,Fs-Aer,Arhiivi number,,1
Hematoloogilised uuringud,,Mütseelidnahalt,RDW%,,2
Histoloogia,,58938,Diagnoos 1,,3
Hematoloogilised uuringud,,S-aICA,RDW%,,2
Histoloogia,,S-T.gondii_IgG,Diagnoos 1,,1
Histoloogia,,41379,Lokatsioon,,1
Histoloogia,,65062,Kirjeldus,,1
Histoloogia,,P-CRP,Lokatsioon,,452
Histoloogia,,AMAM2/mitokondritevastak,Lokatsioon,,3
Hematoloogilised uuringud,,B4-CK-MBm,RDW%,,18
Histoloogia,,697,Diagnoos 1,,473
Histoloogia,,S-b2-GP1_IgAGM,Lokatsioon,,1
Histoloogia,,M-komponent,Lokatsioon,,1
Hematoloogilised uuringud,,1651,PLCR,,6
Hematoloogilised uuringud,,71378,RDW%,,8
Histoloogia,,4866,Lokatsioon,,3
Histoloogia,,10327,Diagnoos 1,,255
Hematoloogilised uuringud,,5478,PLCR,,1
Hematoloogilised uuringud,,30146,PLCR,,3
Hematoloogilised uuringud,,Anti-Ri-seerumist/plasmast-Neuronaalseteautoantikehad,RDW%,,1
Hematoloogilised uuringud,,Tbc-SensPZA,PLCR,,1
Hematoloogilised uuringud,,Lümfotsüütideatüpism,RDW%,,4
Hematoloogilised uuringud,,Erikaal,RDW%,,106
Histoloogia,,3633,Kirjeldus,,7
Hematoloogilised uuringud,,S-Prol_,RDW%,,10
Histoloogia,,7477,Kirjeldus,,1
Hematoloogilised uuringud,,Kloriid,PLCR,,84
Hematoloogilised uuringud,,S-Paracet(paratsetamool),RDW%,,1
Histoloogia,,S-af245,Arhiivi number,,28
Histoloogia,,PlrF-DiffAPleuravedelikutsütoosiuuringanalüsaatoril,Kirjeldus,,9
Histoloogia,,147164,Lokatsioon,,7
Histoloogia,,Albumiinisuheliikvorisjaseerumis,Diagnoos 1,,1
Histoloogia,,S2-IgE-F95,Lokatsioon,,1
Histoloogia,,F-Lamb-Ag,Kirjeldus,,1
Histoloogia,,Vitamiin_D,Kirjeldus,,7
Hematoloogilised uuringud,,Kepptuumsed,PLCR,,1
Histoloogia,,S-fT3 ,Arhiivi number,,19
Histoloogia,,CSF-RBC,Lokatsioon,,68
Histoloogia,,3883,Lokatsioon,,5
Histoloogia,,3639,Arhiivi number,,2
Hematoloogilised uuringud,,Fer,PLCR,,4
Histoloogia,,fP-apoA1(apolipoproteiinA),Kirjeldus,,3
Histoloogia,,S-k80_IgE,Diagnoos 1,,57
Hematoloogilised uuringud,,anti-ENA:anti-Scl-70,RDW%,,2
Hematoloogilised uuringud,,144400,PLCR,,1
Histoloogia,,144341,Diagnoos 1,,3
Histoloogia,,70375,Diagnoos 1,,150
Histoloogia,,S-tp5_IgE,Kirjeldus,,35
Histoloogia,,CSF-Tbc-Bac,Diagnoos 1,,1
Histoloogia,,B-CMV_DNA,Diagnoos 1,,1
Hematoloogilised uuringud,,44073,RDW%,,1
Histoloogia,,4214,Diagnoos 1,,45
Hematoloogilised uuringud,,4256,RDW%,,1
Hematoloogilised uuringud,,S-Inf_mononucl_Ab,RDW%,,1
Hematoloogilised uuringud,,961,RDW%,,2
Histoloogia,,"S-aCMV-M,G",Diagnoos 1,,3
Histoloogia,,6838_Immunofluorestsents-uuring(,Arhiivi number,,2
Hematoloogilised uuringud,,S1-aBorrG,RDW%,,5
Histoloogia,,U-Isoprisopropanooluriinis,Lokatsioon,,1
Histoloogia,,S-aCtrA,Arhiivi number,,13
Histoloogia,,P-PC,Kirjeldus,,23
Hematoloogilised uuringud,,406,PLCR,,16
Histoloogia,,B-103,Kirjeldus,,268
Histoloogia,,71498,Diagnoos 1,,1
Histoloogia,,"S,P-Bil-Conj",Arhiivi number,,17
Hematoloogilised uuringud,,1015,RDW%,,3
Histoloogia,,44657,Diagnoos 1,,4
Histoloogia,,CD3+T-rakud,Diagnoos 1,,6
Hematoloogilised uuringud,,Nail-Der-m,PLCR,,9
Hematoloogilised uuringud,,B-CMV_DNA,RDW%,,1
Histoloogia,,U-Alb/U-CreaMikroalbuminuuria,Lokatsioon,,9
Histoloogia,,642,Kirjeldus,,758
Histoloogia,,Trombotsüütideanisotsütoos,Arhiivi number,,25
Histoloogia,,147232,Diagnoos 1,,30
Histoloogia,,1242,Lokatsioon,,29
Histoloogia,,1576,Diagnoos 1,,7
Histoloogia,,1938,Lokatsioon,,2
Hematoloogilised uuringud,,S-Lepto,RDW%,,3
Histoloogia,,S-Aden_IgA,Diagnoos 1,,1
Histoloogia,,1136,Kirjeldus,,244
Hematoloogilised uuringud,,"B-CBC-5Diff,RET",RDW%,,355
Histoloogia,,S-AGA-IgG,Diagnoos 1,,5
Histoloogia,,1649,Diagnoos 1,,9
Histoloogia,,S-HDL-Chol(HDLkolesterool),Arhiivi number,,2187
Hematoloogilised uuringud,,59502,RDW%,,1
Hematoloogilised uuringud,,Eosinofiilid,RDW%,,498
Histoloogia,,pO2(a)/FIO2,Lokatsioon,,388
Hematoloogilised uuringud,,SS-A/RovastaneIgGseerumis,RDW%,,30
Histoloogia,,11036,Arhiivi number,,158
Histoloogia,,fS-apoA1(apolipoproteiinA),Arhiivi number,,4
Histoloogia,,e4/spIgElehmasuhtes,Kirjeldus,,3
Histoloogia,,Retikulotsüüdid,Lokatsioon,,242
Histoloogia,,Hgb,Lokatsioon,,19
Histoloogia,,ADPtestHS,Lokatsioon,,12
Histoloogia,,1148,Arhiivi number,,2
Histoloogia,,62716,Kirjeldus,,3
Hematoloogilised uuringud,,106,RDW%,,161
Histoloogia,,MycoplasmahominisDNAemakakaelakanalikaapest,Diagnoos 1,,85
Histoloogia,,Ve-HSV2-PCR,Diagnoos 1,,1
Histoloogia,,_Nm-A(H1N1),Lokatsioon,,3
Histoloogia,,B-ESR,Arhiivi number,,1039
Histoloogia,,õun,Kirjeldus,,2
Histoloogia,,_CEA,Arhiivi number,,13
Histoloogia,,S-Prol ,Lokatsioon,,4
Histoloogia,,U-Tbc-Bac,Arhiivi number,,13
Histoloogia,,gx1/spIgEheintaimedesegu),Diagnoos 1,,56
Hematoloogilised uuringud,,693,PLCR,,285
Histoloogia,,2149,Kirjeldus,,5
Hematoloogilised uuringud,,aB-iCa,RDW%,,22
Histoloogia,,P-reniin,Kirjeldus,,3
Hematoloogilised uuringud,,71443,PLCR,,7
Hematoloogilised uuringud,,11220,PLCR,,9
Histoloogia,,40062,Lokatsioon,,1
Histoloogia,,4597,Arhiivi number,,15
Histoloogia,,10406,Arhiivi number,,25
Histoloogia,,CD3+8+supressorrakud,Kirjeldus,,6
Histoloogia,,S-M.pn_IgG,Lokatsioon,,20
Histoloogia,,62418,Kirjeldus,,1
Histoloogia,,59347,Kirjeldus,,1
Histoloogia,,S-cTnT-hs,Kirjeldus,,384
Hematoloogilised uuringud,,1004,PLCR,,1536
Histoloogia,,951,Diagnoos 1,,3
Hematoloogilised uuringud,,1506,PLCR,,18
Histoloogia,,416,Arhiivi number,,70
Histoloogia,,10297,Diagnoos 1,,7
Histoloogia,,144741,Diagnoos 1,,1
Histoloogia,,f17spIgEsarapuupähklisuhtes,Kirjeldus,,14
Hematoloogilised uuringud,,43549,PLCR,,4
Histoloogia,,666,Arhiivi number,,4
Histoloogia,,58090,Kirjeldus,,1
Histoloogia,,2110,Kirjeldus,,1
Histoloogia,,Kepptuumsedneutrofiilid,Kirjeldus,,663
Histoloogia,,56,Diagnoos 1,,739
Hematoloogilised uuringud,,S2-H1_IgE,RDW%,,23
Histoloogia,,1080,Kirjeldus,,4
Histoloogia,,30224,Arhiivi number,,5
Hematoloogilised uuringud,,Mycoplasma_hominis,PLCR,,18
Histoloogia,,82,Arhiivi number,,1834
Histoloogia,,1803,Lokatsioon,,1
Histoloogia,,66738,Kirjeldus,,6
Histoloogia,,Glükoospunktaadis,Kirjeldus,,4
Histoloogia,,4455,Kirjeldus,,1
Histoloogia,,1279,Lokatsioon,,4
Histoloogia,,65806,Kirjeldus,,1
Histoloogia,,Cm-CtrNa,Arhiivi number,,1
Hematoloogilised uuringud,,11116,PLCR,,396
Histoloogia,,S-HIV1/2_Ag+Ab,Lokatsioon,,58
Histoloogia,,_TSH,Kirjeldus,,268
Histoloogia,,146171,Kirjeldus,,2850
Histoloogia,,1924,Lokatsioon,,37
Hematoloogilised uuringud,,43197,PLCR,,23
Histoloogia,,5689,Lokatsioon,,206
Hematoloogilised uuringud,,3631,RDW%,,7
Histoloogia,,S2-IgE-FP7,Lokatsioon,,13
Histoloogia,,IgMSAA,Arhiivi number,,2
Hematoloogilised uuringud,,2499,RDW%,,14
Histoloogia,,S;P-Müoglobiin,Diagnoos 1,,1
Hematoloogilised uuringud,,aB-HAT,PLCR,,14
Histoloogia,,U-Aer,Arhiivi number,,50
Hematoloogilised uuringud,,146173,PLCR,,1
Histoloogia,,S-sTrp-RPRt,Lokatsioon,,25
Histoloogia,,761,Kirjeldus,,1083
Histoloogia,,5703,Lokatsioon,,56
Histoloogia,,917,Lokatsioon,,4
Histoloogia,,ParvoviirusBIgM,Lokatsioon,,1
Histoloogia,,702,Kirjeldus,,164
Histoloogia,,Mycoplasma_genitalium_DNA,Arhiivi number,,7
Histoloogia,,63914,Arhiivi number,,1
Hematoloogilised uuringud,,Opiaadiduriinis,PLCR,,1
Hematoloogilised uuringud,,1332,RDW%,,72
Histoloogia,,pCO2(T),Lokatsioon,,415
Histoloogia,,S-Androst,Kirjeldus,,3
Hematoloogilised uuringud,,144265,RDW%,,15
Hematoloogilised uuringud,,10147,PLCR,,71
Hematoloogilised uuringud,,615,PLCR,,4116
Histoloogia,,F-Par,Diagnoos 1,,20
Hematoloogilised uuringud,,1645,RDW%,,14
Histoloogia,,fP-Lac,Diagnoos 1,,34
Histoloogia,,518,Kirjeldus,,5
Hematoloogilised uuringud,,398,PLCR,,16
Histoloogia,,S-AOS,Diagnoos 1,,19
Hematoloogilised uuringud,,PseudomonasaeruginosaDNART-PCRmeetodiltäisverest,RDW%,,2
Hematoloogilised uuringud,,47,RDW%,,203
Histoloogia,,2186,Arhiivi number,,241
Histoloogia,,10172,Lokatsioon,,1688
Histoloogia,,71543,Kirjeldus,,12
Hematoloogilised uuringud,,P-GTTgrv,RDW%,,9
Histoloogia,,144270,Lokatsioon,,9
Histoloogia,,1221,Arhiivi number,,1
Histoloogia,,10125,Kirjeldus,,1
Histoloogia,,NeisseriagonorrhoeaelePCR,Diagnoos 1,,3
Hematoloogilised uuringud,,71173,PLCR,,1
Histoloogia,,2701,Arhiivi number,,3
Histoloogia,,LA-mix1APTTreagendiga(0&apos;),Arhiivi number,,5
Hematoloogilised uuringud,,Sp-Mycobacterium-m,PLCR,,32
Histoloogia,,HBV-DNAkvant(66614),Kirjeldus,,1
Histoloogia,,10782,Diagnoos 1,,23
Histoloogia,,144400,Diagnoos 1,,1
Histoloogia,,1571,Kirjeldus,,43
Histoloogia,,JAK-2V617Fmutatsioon,Lokatsioon,,5
Histoloogia,,8557,Lokatsioon,,18
Histoloogia,,70359,Arhiivi number,,147
Histoloogia,,U-M.alb.,Lokatsioon,,1
Histoloogia,,S-f41_IgE,Lokatsioon,,11
Hematoloogilised uuringud,,1455,PLCR,,1
Histoloogia,,B-RBC-Fol,Diagnoos 1,,5
Hematoloogilised uuringud,,5055,RDW%,,5
Hematoloogilised uuringud,,U-M.alb.,RDW%,,1
Histoloogia,,pO2(a)/FIO2,Kirjeldus,,388
Hematoloogilised uuringud,,3820,PLCR,,3
Histoloogia,,11122,Kirjeldus,,398
Histoloogia,,S-Coxsackie_B_1-6_virus_IgM,Arhiivi number,,1
Histoloogia,,Legionellapneumophilaantur,Lokatsioon,,7
Hematoloogilised uuringud,,P4-NT-proBNP,RDW%,,89
Histoloogia,,62065,Lokatsioon,,1
Hematoloogilised uuringud,,f92/spIgEbanaanisuhtes,PLCR,,8
Histoloogia,,70407,Diagnoos 1,,5
Histoloogia,,dU-PorfPorfüriinid(uro-jakoproporfüriinid)ööpäevases,Kirjeldus,,1
Histoloogia,,Coll-Trombots.agregatsioonkollageenitoimel,Diagnoos 1,,10
Histoloogia,,44080,Diagnoos 1,,1
Histoloogia,,40451,Kirjeldus,,1
Hematoloogilised uuringud,,fS-CTx(Itüüpiprokokollbeeta-isomer.C-termtelopept,PLCR,,2
Histoloogia,,71431,Kirjeldus,,23
Histoloogia,,"S,P-LH",Lokatsioon,,3
Histoloogia,,B1-HCV-PCRQ,Lokatsioon,,26
Histoloogia,,Lümfotsüütideatüpism,Lokatsioon,,4
Histoloogia,,438,Kirjeldus,,3
Histoloogia,,GENGentamütsiin,Diagnoos 1,,259
Hematoloogilised uuringud,,57790,PLCR,,1
Histoloogia,,HSV_1/2,Lokatsioon,,8
Histoloogia,,P-_INR,Lokatsioon,,606
Histoloogia,,7858,Kirjeldus,,1
Histoloogia,,5702,Arhiivi number,,56
Histoloogia,,67196,Lokatsioon,,1
Hematoloogilised uuringud,,F-noroviirus,RDW%,,1
Histoloogia,,11188,Lokatsioon,,11
Histoloogia,,S-HBcAb/B-hepatiidiviirusetuumaantigeenivastaneIgMs.,Arhiivi number,,2
Histoloogia,,12,Kirjeldus,,1103
Histoloogia,,BartonellaIgG,Diagnoos 1,,4
Histoloogia,,S1-aCpn-IgM,Diagnoos 1,,12
Histoloogia,,12437,Lokatsioon,,6
Hematoloogilised uuringud,,43915,PLCR,,7
Histoloogia,,S2-IgE-FP73,Diagnoos 1,,1
Histoloogia,,554,Kirjeldus,,269
Hematoloogilised uuringud,,30219,RDW%,,4
Histoloogia,,2179,Kirjeldus,,241
Hematoloogilised uuringud,,10191,PLCR,,460
Histoloogia,,1242,Arhiivi number,,29
Histoloogia,,4352,Lokatsioon,,6
Histoloogia,,664,Arhiivi number,,2
Histoloogia,,1927,Kirjeldus,,25
Histoloogia,,679,Lokatsioon,,266
Hematoloogilised uuringud,,dU-ProtValk,PLCR,,25
Histoloogia,,71616,Lokatsioon,,38
Histoloogia,,713,Kirjeldus,,147
Histoloogia,,1413,Lokatsioon,,11
